"setting","dataset","method_id","family","method_label","mrts_k","quantile","baseline_brier","mrts_brier","delta_brier","baseline_quant","mrts_quant","delta_quant"
4,16,1,"gaussian","Gaussian",15,0.95,0.0199374767136364,0.0199773942363636,3.99175227272716e-05,0.987289146704867,0.987487976360581,0.00019882965571405
4,16,1,"gaussian","Gaussian",15,0.96,0.0178168196590909,0.01785007125,3.32515909090905e-05,0.824613757732422,0.824819767124289,0.000206009391866213
4,16,1,"gaussian","Gaussian",15,0.97,0.0127922547181818,0.0128135616863636,2.13069681818182e-05,0.646502963987956,0.646621194177164,0.000118230189208535
4,16,1,"gaussian","Gaussian",15,0.98,0.00756701066818182,0.00754362397727273,-2.33866909090915e-05,0.457296572298924,0.457199090404863,-9.74818940610023e-05
4,16,1,"gaussian","Gaussian",15,0.99,0.00588731905,0.00587246298636364,-1.48560636363633e-05,0.244600984807131,0.244419789758386,-0.00018119504874442
4,16,1,"gaussian","Gaussian",15,0.995,0.00414036529545455,0.00413367868636364,-6.68660909090932e-06,0.127125021394647,0.127038104679793,-8.69167148541683e-05
4,17,1,"gaussian","Gaussian",15,0.9,0.0266461847227273,0.0267396275136364,9.34427909090908e-05,2.17701595322807,2.17723449579229,0.000218542564223601
4,17,1,"gaussian","Gaussian",15,0.91,0.02543983035,0.0254742843,3.44539499999991e-05,2.04813771720558,2.04843466365815,0.00029694645256928
4,17,1,"gaussian","Gaussian",15,0.92,0.0246339649545455,0.0246054090181818,-2.85559363636355e-05,1.91304985714553,1.91330277450765,0.000252917362117078
4,17,1,"gaussian","Gaussian",15,0.93,0.0198764016590909,0.0198893739,1.29722409090913e-05,1.76893013501241,1.76918959201659,0.000259457004179842
4,17,1,"gaussian","Gaussian",15,0.94,0.0167819262409091,0.0167457485909091,-3.61776500000001e-05,1.61804871167444,1.61819832434332,0.000149612668886245
4,17,1,"gaussian","Gaussian",15,0.95,0.0142813669590909,0.0142274946818182,-5.38722772727273e-05,1.45842016813664,1.45849937346153,7.92053248823699e-05
4,17,1,"gaussian","Gaussian",15,0.96,0.00909064620909091,0.00907212995454545,-1.85162545454538e-05,1.28735302940553,1.28719361195015,-0.000159417455384725
4,17,1,"gaussian","Gaussian",15,0.97,0.00710733348181818,0.00708814743636364,-1.91860454545455e-05,1.09937953782921,1.09925109536661,-0.000128442462600686
4,17,1,"gaussian","Gaussian",15,0.98,0.000757246922727273,0.0007502516,-6.99532272727273e-06,0.879032947434026,0.878617027950459,-0.000415919483567007
4,17,1,"gaussian","Gaussian",15,0.99,0.003797737,0.00381516988181818,1.74328818181814e-05,0.493713442820135,0.4938597152118,0.000146272391665481
4,17,1,"gaussian","Gaussian",15,0.995,0.0023353708,0.00233991480909091,4.544009090909e-06,0.268349467578204,0.268471184052339,0.000121716474134781
4,18,1,"gaussian","Gaussian",15,0.9,0.0349391925227273,0.0347823740863636,-0.000156818436363636,1.71436308775695,1.71397375009922,-0.000389337657727307
4,18,1,"gaussian","Gaussian",15,0.91,0.0330260817954545,0.0328991276227273,-0.000126954172727275,1.59659551140812,1.59642783607713,-0.000167675330989381
4,18,1,"gaussian","Gaussian",15,0.92,0.0299983228545455,0.0299323836318182,-6.59392227272716e-05,1.47226296540982,1.47220146807865,-6.14973311723332e-05
4,18,1,"gaussian","Gaussian",15,0.93,0.0270575955590909,0.0270255910363636,-3.20045227272733e-05,1.34102100392121,1.34096097075829,-6.00331629181383e-05
4,18,1,"gaussian","Gaussian",15,0.94,0.0232813118409091,0.0232575544909091,-2.37573500000005e-05,1.2017978457747,1.20175253411589,-4.53116588086111e-05
4,18,1,"gaussian","Gaussian",15,0.95,0.0191330895727273,0.0191239982181818,-9.09135454545476e-06,1.05479248268821,1.05459403599714,-0.000198446691073384
4,18,1,"gaussian","Gaussian",15,0.96,0.0119322578909091,0.0119352029136364,2.94502272727218e-06,0.901518058699604,0.901426620848367,-9.14378512365532e-05
4,18,1,"gaussian","Gaussian",15,0.97,0.0100059453181818,0.0100349629681818,2.90176499999992e-05,0.732753828381471,0.73288016507182,0.000126336690348561
4,18,1,"gaussian","Gaussian",15,0.98,0.00632291475909091,0.00631983108636364,-3.0836727272724e-06,0.550391328498416,0.550525982251972,0.00013465375355548
4,18,1,"gaussian","Gaussian",15,0.99,0.00412548034545455,0.00414357148181818,1.8091136363637e-05,0.312551030230362,0.312761774346751,0.00021074411638905
4,18,1,"gaussian","Gaussian",15,0.995,0.00343902979090909,0.00344513885454545,6.10906363636334e-06,0.169328877169109,0.169460069563009,0.000131192393900553
4,19,1,"gaussian","Gaussian",15,0.9,0.0324275341136364,0.0324990959454545,7.15618318181815e-05,1.46050370899085,1.46062210536759,0.000118396376740382
4,19,1,"gaussian","Gaussian",15,0.91,0.0295031837318182,0.0295450429818182,4.18592500000016e-05,1.34884527955886,1.34894576256665,0.000100483007790642
4,19,1,"gaussian","Gaussian",15,0.92,0.0266943892545455,0.0267360420590909,4.16528045454577e-05,1.23196918699088,1.2319776194756,8.43248472293112e-06
4,19,1,"gaussian","Gaussian",15,0.93,0.0252686591727273,0.0252971361090909,2.84769363636354e-05,1.1092307665981,1.10933284443441,0.000102077836311221
4,19,1,"gaussian","Gaussian",15,0.94,0.02304786665,0.0231334708590909,8.56042090909108e-05,0.980176042023328,0.98030740941824,0.000131367394912152
4,19,1,"gaussian","Gaussian",15,0.95,0.0201265091272727,0.0201845432636364,5.80341363636341e-05,0.844131897691153,0.844125211357514,-6.68633363987148e-06
4,19,1,"gaussian","Gaussian",15,0.96,0.0179126768681818,0.0178964329181818,-1.62439499999979e-05,0.700053684018212,0.699881677591341,-0.000172006426871318
4,19,1,"gaussian","Gaussian",15,0.97,0.0147357571727273,0.0146593695772727,-7.63875954545457e-05,0.546923310206965,0.546827705553188,-9.56046537766708e-05
4,19,1,"gaussian","Gaussian",15,0.98,0.0103823984590909,0.0103640624227273,-1.83360363636351e-05,0.381147097324915,0.38096630789115,-0.000180789433764039
4,19,1,"gaussian","Gaussian",15,0.99,0.00671779941363636,0.00668457270909091,-3.32267045454549e-05,0.202391765822355,0.202163778084046,-0.000227987738309149
4,19,1,"gaussian","Gaussian",15,0.995,0.00569504679090909,0.00567932615454545,-1.57206363636366e-05,0.107127748847041,0.107047209707999,-8.05391390414634e-05
4,20,1,"gaussian","Gaussian",15,0.9,0.0255785411772727,0.0257074434454545,0.000128902268181817,1.85335161698063,1.85343904109156,8.7424110924994e-05
4,20,1,"gaussian","Gaussian",15,0.91,0.0241862788636364,0.0243426622181818,0.000156383354545455,1.75179647452578,1.75207459463338,0.000278120107596536
4,20,1,"gaussian","Gaussian",15,0.92,0.0226211977227273,0.0227039590863636,8.27613636363647e-05,1.64178461158818,1.6420423192898,0.000257707701623033
4,20,1,"gaussian","Gaussian",15,0.93,0.0211194861318182,0.0212225338272727,0.000103047695454547,1.52275919360827,1.52309444823746,0.000335254629193704
4,20,1,"gaussian","Gaussian",15,0.94,0.0206923922681818,0.0207181283545455,2.57360863636369e-05,1.39123772939755,1.39155973430366,0.000322004906115669
4,20,1,"gaussian","Gaussian",15,0.95,0.0167994766363636,0.0168230472454545,2.35706090909102e-05,1.25228086760756,1.25251852789067,0.000237660283110452
4,20,1,"gaussian","Gaussian",15,0.96,0.0127248401636364,0.0127337731545455,8.93299090909058e-06,1.10020595549484,1.10041436604842,0.000208410553571126
4,20,1,"gaussian","Gaussian",15,0.97,0.00870837351363636,0.0086982521,-1.01214136363648e-05,0.925400121151179,0.925336456398116,-6.36647530627421e-05
4,20,1,"gaussian","Gaussian",15,0.98,0.00622665174090909,0.00624937731363636,2.27255727272731e-05,0.702021510647674,0.702264868461288,0.000243357813613621
4,20,1,"gaussian","Gaussian",15,0.99,0.00565825131363636,0.00567737857272727,1.91272590909092e-05,0.399863157732042,0.399860297906332,-2.85982570980003e-06
4,20,1,"gaussian","Gaussian",15,0.995,0.00434059975909091,0.00433371217272727,-6.88758636363616e-06,0.227729476339026,0.227689082260178,-4.03940788474833e-05
4,21,1,"gaussian","Gaussian",15,0.9,0.0331766045590909,0.0332270806681818,5.04761090909037e-05,1.49933740363317,1.49958197005013,0.00024456641695858
4,21,1,"gaussian","Gaussian",15,0.91,0.0326568017409091,0.0326656380909091,8.83634999999938e-06,1.3776595390207,1.37774250102926,8.29620085629479e-05
4,21,1,"gaussian","Gaussian",15,0.92,0.0319933934318182,0.0319893395227273,-4.05390909091058e-06,1.25210211043906,1.25222555564445,0.0001234452053962
4,21,1,"gaussian","Gaussian",15,0.93,0.0308745393227273,0.0309186906590909,4.41513363636375e-05,1.12129768778727,1.12144732117613,0.000149633388866421
4,21,1,"gaussian","Gaussian",15,0.94,0.0294752112727273,0.0295271449136364,5.19336409090902e-05,0.985856506971524,0.98586934385119,1.28368796662448e-05
4,21,1,"gaussian","Gaussian",15,0.95,0.0257161717272727,0.0257634687318182,4.72970045454525e-05,0.845063709648699,0.845209462866701,0.000145753218001921
4,21,1,"gaussian","Gaussian",15,0.96,0.0245001036863636,0.0244945663818182,-5.53730454545126e-06,0.697393331092,0.697511598010531,0.000118266918531673
4,21,1,"gaussian","Gaussian",15,0.97,0.0194478403590909,0.0194214523,-2.6388059090908e-05,0.542100676727217,0.542214975745425,0.000114299018208031
4,21,1,"gaussian","Gaussian",15,0.98,0.0159245025863636,0.0159507078363636,2.62052500000012e-05,0.375506591263079,0.375646832809522,0.000140241546442987
4,21,1,"gaussian","Gaussian",15,0.99,0.00939334765909091,0.00939054519090909,-2.80246818181763e-06,0.198453598411543,0.198486003449982,3.24050384395702e-05
4,21,1,"gaussian","Gaussian",15,0.995,0.00445209916818182,0.00443492169545455,-1.71774727272733e-05,0.103359214192909,0.103379922613774,2.07084208649899e-05
4,22,1,"gaussian","Gaussian",15,0.9,0.0321379120545455,0.0321019168181818,-3.59952363636409e-05,1.51764677413206,1.51763599107523,-1.07830568254474e-05
4,22,1,"gaussian","Gaussian",15,0.91,0.0314303735863636,0.0313567243863636,-7.36491999999977e-05,1.40019382172321,1.4001306097748,-6.32119484127447e-05
4,22,1,"gaussian","Gaussian",15,0.92,0.0293137430136364,0.0293162599409091,2.51692727272837e-06,1.27756864243389,1.27739418885988,-0.000174453574001143
4,22,1,"gaussian","Gaussian",15,0.93,0.0276624547863636,0.0276306809818182,-3.17738045454569e-05,1.14751241477236,1.14729048535038,-0.000221929421976741
4,22,1,"gaussian","Gaussian",15,0.94,0.0273622649909091,0.0273486132227273,-1.36517681818202e-05,1.01021735713872,1.01002092576231,-0.000196431376411343
4,22,1,"gaussian","Gaussian",15,0.95,0.0241056916272727,0.0241082271090909,2.53548181818053e-06,0.865719278138676,0.865605748487748,-0.000113529650928479
4,22,1,"gaussian","Gaussian",15,0.96,0.0211652161909091,0.0211411740318182,-2.4042159090909e-05,0.715492093751586,0.715322110094359,-0.00016998365722698
4,22,1,"gaussian","Gaussian",15,0.97,0.0162489352181818,0.0162266731318182,-2.22620863636371e-05,0.557246353494892,0.557152758489027,-9.35950058649215e-05
4,22,1,"gaussian","Gaussian",15,0.98,0.0138808205909091,0.0138595094545455,-2.13111363636369e-05,0.386938608432959,0.386681715789427,-0.000256892643531736
4,22,1,"gaussian","Gaussian",15,0.99,0.00756399457727273,0.00753532392272727,-2.86706545454549e-05,0.20304839074961,0.202931217086591,-0.000117173663019471
4,22,1,"gaussian","Gaussian",15,0.995,0.00592461078636364,0.00591207472272727,-1.2536063636364e-05,0.106359060004755,0.10614768917337,-0.000211370831385199
4,23,1,"gaussian","Gaussian",15,0.9,0.0282866632272727,0.0282697031954545,-1.69600318181834e-05,1.46748318436314,1.46762203855192,0.000138854188780568
4,23,1,"gaussian","Gaussian",15,0.91,0.0260474047181818,0.0260748248818182,2.74201636363616e-05,1.36447675356101,1.36464230686243,0.000165553301419319
4,23,1,"gaussian","Gaussian",15,0.92,0.0244174083136364,0.0244407528863636,2.33445727272699e-05,1.25556870321455,1.25566339680875,9.46935942049976e-05
4,23,1,"gaussian","Gaussian",15,0.93,0.0214225570454545,0.0214256886454545,3.13160000000104e-06,1.14012813152512,1.14023015221627,0.000102020691153726
4,23,1,"gaussian","Gaussian",15,0.94,0.02169174325,0.0217220685363636,3.03252863636354e-05,1.01565157266727,1.01572751434058,7.59416733031593e-05
4,23,1,"gaussian","Gaussian",15,0.95,0.0203349552636364,0.0203196385954545,-1.53166681818202e-05,0.881816951503723,0.881835646987781,1.86954840573073e-05
4,23,1,"gaussian","Gaussian",15,0.96,0.0187769248090909,0.0188029657090909,2.60408999999996e-05,0.735043704584168,0.73504948365303,5.77906886267687e-06
4,23,1,"gaussian","Gaussian",15,0.97,0.01514451495,0.0151123929409091,-3.21220090909093e-05,0.576113226401495,0.576159424109634,4.61977081386289e-05
4,23,1,"gaussian","Gaussian",15,0.98,0.0130938945772727,0.0130656104772727,-2.82841000000013e-05,0.404765258335778,0.404779008825208,1.37504894292539e-05
4,23,1,"gaussian","Gaussian",15,0.99,0.00699121824545455,0.00699871670909091,7.49846363636442e-06,0.217301597482467,0.217322909175482,2.13116930153356e-05
4,23,1,"gaussian","Gaussian",15,0.995,0.00485870506818182,0.00487151259090909,1.28075227272722e-05,0.115190819659748,0.115329673110755,0.00013885345100649
4,24,1,"gaussian","Gaussian",15,0.9,0.0295913171181818,0.0295516908590909,-3.96262590909094e-05,1.68378912212965,1.68402519733265,0.000236075202999064
4,24,1,"gaussian","Gaussian",15,0.91,0.0290068848863636,0.0290282071272727,2.1322240909092e-05,1.58246505568208,1.5827179421093,0.000252886427218213
4,24,1,"gaussian","Gaussian",15,0.92,0.0257311937136364,0.0257382917909091,7.09807727272693e-06,1.47375679255043,1.4738589156314,0.000102123080970129
4,24,1,"gaussian","Gaussian",15,0.93,0.0235680503545455,0.0235521871045455,-1.58632500000012e-05,1.35496412866316,1.35507539618055,0.000111267517387326
4,24,1,"gaussian","Gaussian",15,0.94,0.0192611251909091,0.0192219223636364,-3.92028272727281e-05,1.22438618400428,1.22441678515308,3.0601148800713e-05
4,24,1,"gaussian","Gaussian",15,0.95,0.0177263628636364,0.0177049037681818,-2.1459095454545e-05,1.08389029686865,1.08379967876071,-9.06181079443069e-05
4,24,1,"gaussian","Gaussian",15,0.96,0.0142036388954545,0.0141474178454545,-5.62210499999993e-05,0.929045773680574,0.928794511727242,-0.000251261953331805
4,24,1,"gaussian","Gaussian",15,0.97,0.01102632175,0.0110200650090909,-6.25674090909065e-06,0.760988833794597,0.760857637310487,-0.000131196484109974
4,24,1,"gaussian","Gaussian",15,0.98,0.00274207949090909,0.00273795768636364,-4.12180454545472e-06,0.579034881519603,0.578908261480379,-0.000126620039223591
4,24,1,"gaussian","Gaussian",15,0.99,0.00223167179090909,0.00222449902727273,-7.17276363636351e-06,0.327652414700651,0.327453803458808,-0.000198611241843283
4,24,1,"gaussian","Gaussian",15,0.995,0.00296678362272727,0.00296294913636364,-3.8344863636363e-06,0.17849151413511,0.178416698979729,-7.48151553809917e-05
4,25,1,"gaussian","Gaussian",15,0.9,0.0270905693045455,0.0270151143136364,-7.545499090909e-05,2.05877421480619,2.0588486258283,7.44110221058136e-05
4,25,1,"gaussian","Gaussian",15,0.91,0.0242064000454545,0.0241989394727273,-7.46057272727266e-06,1.94725682271891,1.94724468222843,-1.21404904736e-05
4,25,1,"gaussian","Gaussian",15,0.92,0.0217567748636364,0.0217601081454545,3.3332818181811e-06,1.83054807447462,1.83047680127643,-7.12731981886705e-05
4,25,1,"gaussian","Gaussian",15,0.93,0.0154803941636364,0.0154528055590909,-2.75886045454556e-05,1.70675458140551,1.7067728961066,1.83147010826001e-05
4,25,1,"gaussian","Gaussian",15,0.94,0.0117654939954545,0.0117768655227273,1.13715272727268e-05,1.57270259351149,1.57278356693015,8.09734186557609e-05
4,25,1,"gaussian","Gaussian",15,0.95,0.0077172317,0.00773597841363636,1.87467136363636e-05,1.42065972697187,1.42078124227918,0.000121515307304865
4,25,1,"gaussian","Gaussian",15,0.96,0.00505388120909091,0.00504947556363636,-4.40564545454557e-06,1.24349863555617,1.2431313240808,-0.000367311475375498
4,25,1,"gaussian","Gaussian",15,0.97,0.00797824275454545,0.00799045892272727,1.22161681818198e-05,1.02107156437805,1.02101820637814,-5.33579999104639e-05
4,25,1,"gaussian","Gaussian",15,0.98,0.00650450021818182,0.00646924337727273,-3.52568409090906e-05,0.737882188950528,0.738257593417275,0.000375404466747331
4,25,1,"gaussian","Gaussian",15,0.99,0.00535645510909091,0.00535007612727273,-6.3789818181819e-06,0.398216223174465,0.398292268913526,7.60457390609481e-05
4,25,1,"gaussian","Gaussian",15,0.995,0.00196542316818182,0.00197588155454545,1.04583863636365e-05,0.20728387440697,0.207279040551087,-4.83385588240237e-06
4,26,1,"gaussian","Gaussian",15,0.9,0.0267237897454545,0.0267545046136364,3.07148681818158e-05,1.74438929635158,1.74432617234304,-6.3124008537141e-05
4,26,1,"gaussian","Gaussian",15,0.91,0.0251594569409091,0.0251815275545455,2.2070613636363e-05,1.63130884424172,1.63132080402468,1.19597829635332e-05
4,26,1,"gaussian","Gaussian",15,0.92,0.0226430544045455,0.0227256951818182,8.26407772727272e-05,1.51110473056758,1.51109035434975,-1.4376217825518e-05
4,26,1,"gaussian","Gaussian",15,0.93,0.0215684252727273,0.0216419604590909,7.35351863636359e-05,1.38078158773917,1.38074716725395,-3.44204852182894e-05
4,26,1,"gaussian","Gaussian",15,0.94,0.0202241441681818,0.0202705468363636,4.64026681818164e-05,1.24337858576094,1.24317273324407,-0.000205852516873328
4,26,1,"gaussian","Gaussian",15,0.95,0.0172746752136364,0.0172792654681818,4.59025454545639e-06,1.09843389497895,1.09843847793772,4.58295877092674e-06
4,26,1,"gaussian","Gaussian",15,0.96,0.01123197495,0.0112854064136364,5.3431463636365e-05,0.942841995338039,0.942905204913075,6.32095750356942e-05
4,26,1,"gaussian","Gaussian",15,0.97,0.00706167368636364,0.00703873354545455,-2.29401409090916e-05,0.77673059807874,0.776757312792181,2.67147134407342e-05
4,26,1,"gaussian","Gaussian",15,0.98,0.00137418181818182,0.00138196869090909,7.78687272727269e-06,0.590147768084074,0.590140537721859,-7.23036221472739e-06
4,26,1,"gaussian","Gaussian",15,0.99,0.00301787510909091,0.00303376813636364,1.58930272727269e-05,0.320544834824553,0.320508108703115,-3.67261214382353e-05
4,26,1,"gaussian","Gaussian",15,0.995,0.00226219220454545,0.00227129254090909,9.10033636363633e-06,0.169730460008534,0.169713112435525,-1.73475730094741e-05
4,27,1,"gaussian","Gaussian",15,0.9,0.033153644,0.0332271918681818,7.35478681818183e-05,2.59885689716977,2.59928092914517,0.000424031975402528
4,27,1,"gaussian","Gaussian",15,0.91,0.0316100341454545,0.0316606097590909,5.05756136363611e-05,2.47201335533403,2.47254209772571,0.000528742391679327
4,27,1,"gaussian","Gaussian",15,0.92,0.0306194350818182,0.0306973403909091,7.79053090909088e-05,2.33899555337588,2.3393791896427,0.00038363626681992
4,27,1,"gaussian","Gaussian",15,0.93,0.0263522566272727,0.0263861365772727,3.38799499999994e-05,2.19969046637908,2.20004403343682,0.000353567057739035
4,27,1,"gaussian","Gaussian",15,0.94,0.0211406386818182,0.0212141691318182,7.35304500000013e-05,2.05154807239555,2.05193957409222,0.000391501696665131
4,27,1,"gaussian","Gaussian",15,0.95,0.0174076269590909,0.0174702520045455,6.26250454545466e-05,1.89314029759259,1.8935431579015,0.000402860308901243
4,27,1,"gaussian","Gaussian",15,0.96,0.0119882133727273,0.0120160079818182,2.7794609090909e-05,1.72342340266176,1.72385510707565,0.000431704413895284
4,27,1,"gaussian","Gaussian",15,0.97,0.00717657415909091,0.00717616054090909,-4.13618181818558e-07,1.5366536335395,1.53691999257895,0.000266359039447828
4,27,1,"gaussian","Gaussian",15,0.98,1.63636363636388e-10,7.27272727272567e-11,-9.09090909091315e-11,1.30283380516796,1.30283380516796,0
4,27,1,"gaussian","Gaussian",15,0.99,0.00417916675909091,0.00417596442727273,-3.20233181818133e-06,0.702054919703204,0.702080421727645,2.55020244405157e-05
4,27,1,"gaussian","Gaussian",15,0.995,0.00319557702272727,0.0031963542,7.77177272727296e-07,0.367742755297501,0.367879937988265,0.000137182690763515
4,28,1,"gaussian","Gaussian",15,0.9,0.0200541559227273,0.0201344977590909,8.03418363636357e-05,1.91900126447958,1.91893125469424,-7.0009785343883e-05
4,28,1,"gaussian","Gaussian",15,0.91,0.0166880737272727,0.0167411901409091,5.31164136363636e-05,1.80754258696243,1.80768029538634,0.000137708423916028
4,28,1,"gaussian","Gaussian",15,0.92,0.0160865633318182,0.0160892046818182,2.64134999999888e-06,1.69109348273443,1.69108309698944,-1.03857449971212e-05
4,28,1,"gaussian","Gaussian",15,0.93,0.0149326425409091,0.0149925423954545,5.98998545454539e-05,1.56548648074641,1.56548998040342,3.49965700663368e-06
4,28,1,"gaussian","Gaussian",15,0.94,0.0130189106590909,0.0130282816681818,9.37100909090965e-06,1.42730701608609,1.42729085789435,-1.61581917432763e-05
4,28,1,"gaussian","Gaussian",15,0.95,0.00988604168181818,0.00985485780454545,-3.11838772727273e-05,1.27216823304176,1.27220404953426,3.58164924951776e-05
4,28,1,"gaussian","Gaussian",15,0.96,0.00833508015454545,0.00832435390909091,-1.07262454545447e-05,1.10030310077528,1.10031884815224,1.574737696175e-05
4,28,1,"gaussian","Gaussian",15,0.97,0.00552599953636364,0.00553300435454545,7.00481818181886e-06,0.903339813933865,0.903360687824847,2.08738909825978e-05
4,28,1,"gaussian","Gaussian",15,0.98,0.00279980486363636,0.00280187058181818,2.06571818181771e-06,0.669458825543946,0.669386231431538,-7.25941124078977e-05
4,28,1,"gaussian","Gaussian",15,0.99,0.00320373378181818,0.00321155974545455,7.82596363636335e-06,0.363396624538038,0.36333218560395,-6.44389340878626e-05
4,28,1,"gaussian","Gaussian",15,0.995,0.00330111710909091,0.00327401799545455,-2.70991136363638e-05,0.194770511123215,0.194692668860406,-7.7842262809269e-05
4,29,1,"gaussian","Gaussian",15,0.9,0.0126045693409091,0.0126441154818182,3.95461409090914e-05,1.93904997967738,1.9392336250372,0.000183645359822737
4,29,1,"gaussian","Gaussian",15,0.91,0.0120403104818182,0.0120864845681818,4.6174086363638e-05,1.82292026441394,1.82295603900069,3.57745867503034e-05
4,29,1,"gaussian","Gaussian",15,0.92,0.0141692139,0.0142064322636364,3.72183636363644e-05,1.69131108833692,1.69141031122568,9.92228887615187e-05
4,29,1,"gaussian","Gaussian",15,0.93,0.0178578754818182,0.0178858423090909,2.79668272727268e-05,1.54632878682525,1.54630509998166,-2.36868435870008e-05
4,29,1,"gaussian","Gaussian",15,0.94,0.0177591495727273,0.0177861281954545,2.69786227272729e-05,1.38908563381662,1.38902588297602,-5.97508406021685e-05
4,29,1,"gaussian","Gaussian",15,0.95,0.0156096829409091,0.0156184939590909,8.81101818181809e-06,1.22088573691903,1.22066921145045,-0.000216525468581752
4,29,1,"gaussian","Gaussian",15,0.96,0.01094771565,0.01092812265,-1.9593e-05,1.0416423973305,1.0415867581642,-5.56391663002476e-05
4,29,1,"gaussian","Gaussian",15,0.97,0.00621994320454545,0.00618772009545455,-3.22231090909095e-05,0.847775710275191,0.847784318771415,8.60849622419391e-06
4,29,1,"gaussian","Gaussian",15,0.98,0.0025566166,0.00258221886363636,2.56022636363636e-05,0.625091126746949,0.625122385114731,3.1258367781839e-05
4,29,1,"gaussian","Gaussian",15,0.99,0.00490932995,0.00492539606818182,1.6066118181818e-05,0.336715231932361,0.336718770252861,3.53832050042913e-06
4,29,1,"gaussian","Gaussian",15,0.995,0.00446492736818182,0.0044714402,6.51283181818223e-06,0.177469260413358,0.177521993110183,5.2732696825375e-05
4,30,1,"gaussian","Gaussian",15,0.9,0.0347420062772727,0.0348021113227273,6.01050454545476e-05,1.38669492042081,1.38683749146546,0.000142571044650319
4,30,1,"gaussian","Gaussian",15,0.91,0.0350306910409091,0.0350902371,5.95460590909064e-05,1.28035424340969,1.28053497426217,0.000180730852480382
4,30,1,"gaussian","Gaussian",15,0.92,0.0324199473363636,0.0324556901181818,3.57427818181849e-05,1.16770324733561,1.16796176113581,0.00025851380019426
4,30,1,"gaussian","Gaussian",15,0.93,0.0308527234727273,0.03091893715,6.62136772727265e-05,1.04971594750583,1.04996519188708,0.000249244381253177
4,30,1,"gaussian","Gaussian",15,0.94,0.0285093000590909,0.02859683525,8.75351909090903e-05,0.925670274814647,0.925992079817784,0.00032180500313661
4,30,1,"gaussian","Gaussian",15,0.95,0.0242730078818182,0.0243350456272727,6.20377454545462e-05,0.794834739233968,0.79503074194924,0.000196002715272425
4,30,1,"gaussian","Gaussian",15,0.96,0.0203207491318182,0.0202948885090909,-2.58606227272716e-05,0.656726877354102,0.656789987002577,6.31096484746685e-05
4,30,1,"gaussian","Gaussian",15,0.97,0.0151663898636364,0.0151692172636364,2.82739999999879e-06,0.510510517423405,0.510707935213169,0.000197417789764343
4,30,1,"gaussian","Gaussian",15,0.98,0.0108460609409091,0.0108647604636364,1.86995227272717e-05,0.355970631964848,0.356177773032519,0.000207141067670613
4,30,1,"gaussian","Gaussian",15,0.99,0.00464008057272727,0.00467855866363636,3.84780909090917e-05,0.189752977086498,0.189848691196292,9.57141097948089e-05
4,30,1,"gaussian","Gaussian",15,0.995,0.00273359694545455,0.00273883415,5.23720454545431e-06,0.0996925034171247,0.0998708795554884,0.000178376138363676
4,31,1,"gaussian","Gaussian",15,0.9,0.0297892120681818,0.0297631269590909,-2.60851090909085e-05,2.21731021085356,2.21719439921201,-0.000115811641549168
4,31,1,"gaussian","Gaussian",15,0.91,0.0269447607818182,0.0268961953136364,-4.85654681818166e-05,2.07501967628258,2.07498129898777,-3.83772948082672e-05
4,31,1,"gaussian","Gaussian",15,0.92,0.0233866073454545,0.0233423159909091,-4.42913545454574e-05,1.92392813272434,1.92378993007446,-0.00013820264987463
4,31,1,"gaussian","Gaussian",15,0.93,0.0191731800318182,0.0191451873363636,-2.79926954545456e-05,1.76272100585319,1.76261591130593,-0.000105094547252937
4,31,1,"gaussian","Gaussian",15,0.94,0.0188182215045455,0.0187642220181818,-5.39994863636359e-05,1.58925060077878,1.58928971935983,3.9118581051989e-05
4,31,1,"gaussian","Gaussian",15,0.95,0.0151480159545455,0.0150761073454545,-7.19086090909087e-05,1.39586385709637,1.39579972221307,-6.41348833048117e-05
4,31,1,"gaussian","Gaussian",15,0.96,0.00926977082272727,0.00926373478181818,-6.03604090908955e-06,1.18434015494004,1.18425459965628,-8.55552837533136e-05
4,31,1,"gaussian","Gaussian",15,0.97,0.00885682231363636,0.00884425848636364,-1.25638272727279e-05,0.947363153264709,0.947350250339077,-1.29029256318303e-05
4,31,1,"gaussian","Gaussian",15,0.98,0.00772500559090909,0.00770101651363636,-2.39890772727276e-05,0.678318224245574,0.678050496527026,-0.000267727718547994
4,31,1,"gaussian","Gaussian",15,0.99,0.00578254915,0.00581677225454545,3.42231045454547e-05,0.370488504761405,0.370511864188916,2.33594275117488e-05
4,31,1,"gaussian","Gaussian",15,0.995,0.00347557737727273,0.00349243730909091,1.68599318181822e-05,0.199094394697677,0.199286074675167,0.000191679977490533
4,32,1,"gaussian","Gaussian",15,0.9,0.0227059985863636,0.0227824557181818,7.64571318181834e-05,1.8404852960754,1.84056738575624,8.20896808422233e-05
4,32,1,"gaussian","Gaussian",15,0.91,0.0224073443818182,0.0224118400136364,4.4956318181813e-06,1.72026394211584,1.72040535784365,0.000141415727809902
4,32,1,"gaussian","Gaussian",15,0.92,0.0185384156863636,0.0186099775409091,7.15618545454565e-05,1.59080650410271,1.59078510186158,-2.14022411282322e-05
4,32,1,"gaussian","Gaussian",15,0.93,0.0159143247,0.0159318141409091,1.7489440909093e-05,1.45412386198009,1.45424840997413,0.000124547994038382
