"score","method","prop_k","quantile","rel_mean","rel_median"
"quant",2,20,0.99,0.804886938096623,0.784258610892451
"quant",2,20,0.995,0.661997539727071,0.642716963829413
"quant",3,20,0.9,1.06217149520273,1.07640307230295
"quant",3,20,0.91,1.07039222880199,1.08854913225481
"quant",3,20,0.92,1.07775887574409,1.09742266090008
"quant",3,20,0.93,1.0835651097309,1.1040949537838
"quant",3,20,0.94,1.08691051529785,1.1069613786758
"quant",3,20,0.95,1.08644603518162,1.0981440497984
"quant",3,20,0.96,1.08067506871302,1.1094252786305
"quant",3,20,0.97,1.06389851921065,1.08136289395817
"quant",3,20,0.98,1.01982360208964,1.01301276474787
"quant",3,20,0.99,0.894314498819324,0.853048372393793
"quant",3,20,0.995,0.715946910466299,0.669620828025383
"quant",4,20,0.9,0.994568200593285,0.993591154878532
"quant",4,20,0.91,0.994244026615242,0.993724742200573
"quant",4,20,0.92,0.99346183853074,0.993256418473786
"quant",4,20,0.93,0.991851686528014,0.992504002519825
"quant",4,20,0.94,0.988508452460208,0.99053999912054
"quant",4,20,0.95,0.982443089342091,0.977881824522764
"quant",4,20,0.96,0.972107642375694,0.985057245280776
"quant",4,20,0.97,0.953214916955916,0.970028652662342
"quant",4,20,0.98,0.916456778561239,0.909205481712803
"quant",4,20,0.99,0.791456009363804,0.779961453368463
"quant",4,20,0.995,0.651021535973271,0.641888372872024
"quant",5,20,0.9,1.0550155257106,1.07502055792826
"quant",5,20,0.91,1.06157034562495,1.08579585709968
"quant",5,20,0.92,1.06739772716059,1.09259905129477
"quant",5,20,0.93,1.07205953422584,1.09802370174825
"quant",5,20,0.94,1.07479113164097,1.09904746128822
"quant",5,20,0.95,1.07449955210339,1.09124436284967
"quant",5,20,0.96,1.06969532674995,1.10029405876061
"quant",5,20,0.97,1.05398691993676,1.07266037926598
"quant",5,20,0.98,1.01074184509431,1.00665402107757
"quant",5,20,0.99,0.883973507497933,0.838590612006792
"quant",5,20,0.995,0.705139906439988,0.672199397773747
"quant",1,30,0.9,1,1
"quant",1,30,0.91,1,1
"quant",1,30,0.92,1,1
"quant",1,30,0.93,1,1
"quant",1,30,0.94,1,1
"quant",1,30,0.95,1,1
"quant",1,30,0.96,1,1
"quant",1,30,0.97,1,1
"quant",1,30,0.98,1,1
"quant",1,30,0.99,1,1
"quant",1,30,0.995,1,1
"quant",2,30,0.9,0.992845135045788,0.995423131547868
"quant",2,30,0.91,0.992379510237851,0.995181786954031
"quant",2,30,0.92,0.991357002280306,0.994998892504123
"quant",2,30,0.93,0.989408772821098,0.994460582847887
"quant",2,30,0.94,0.985924861524686,0.993413300479634
"quant",2,30,0.95,0.980487830177944,0.98086847849899
"quant",2,30,0.96,0.972139457484107,0.98789119033578
"quant",2,30,0.97,0.957442713138966,0.972220586538636
"quant",2,30,0.98,0.928956748101623,0.90705739479323
"quant",2,30,0.99,0.820790796582229,0.784696352067071
"quant",2,30,0.995,0.68582121581151,0.644550246276355
"quant",3,30,0.9,1.06421490011327,1.08067614762214
"quant",3,30,0.91,1.07154450383719,1.08893688545271
"quant",3,30,0.92,1.07759049496206,1.09981287939848
"quant",3,30,0.93,1.08157108416895,1.10482989680992
"quant",3,30,0.94,1.08250479108605,1.10584960041933
"quant",3,30,0.95,1.07911670776826,1.09358525914871
"quant",3,30,0.96,1.07049899831847,1.1010712969282
"quant",3,30,0.97,1.05053548503128,1.0684401790451
"quant",3,30,0.98,1.00339233883991,1.0018807090114
"quant",3,30,0.99,0.878299716772255,0.839463515723179
"quant",3,30,0.995,0.71046952935447,0.686843255223069
"quant",4,30,0.9,0.994299466689259,0.994046446756518
"quant",4,30,0.91,0.994253070558243,0.99400410718469
"quant",4,30,0.92,0.993716712411996,0.993893895817842
"quant",4,30,0.93,0.992644857075201,1.00760498393992
"quant",4,30,0.94,0.990300222441689,1.0028912699927
"quant",4,30,0.95,0.985919628170409,0.986845407261093
"quant",4,30,0.96,0.978068499061392,0.996472127176932
"quant",4,30,0.97,0.962816072973395,0.971737403886847
"quant",4,30,0.98,0.931781407668862,0.91194161062882
"quant",4,30,0.99,0.822904708534285,0.805737754669676
"quant",4,30,0.995,0.739440248452646,0.672573810573571
