"score","method","prop_k","quantile","rel_mean","rel_median"
"brier",5,40,0.9,0.545952624424432,0.571479980619672
"brier",5,40,0.91,0.556825588422624,0.582375537847115
"brier",5,40,0.92,0.56801517389549,0.577707264455198
"brier",5,40,0.93,0.577280410421794,0.578231095385818
"brier",5,40,0.94,0.590544420648006,0.593456907183739
"brier",5,40,0.95,0.604263946246657,0.595849459018199
"brier",5,40,0.96,0.624545757293663,0.609136467463536
"brier",5,40,0.97,0.640819104016244,0.636791357653386
"brier",5,40,0.98,0.663674067686942,0.629739484368642
"brier",5,40,0.99,0.755738975904888,0.721934749484409
"brier",5,40,0.995,0.843395371928526,0.895965575935368
"quant",1,40,0.9,1,1
"quant",1,40,0.91,1,1
"quant",1,40,0.92,1,1
"quant",1,40,0.93,1,1
"quant",1,40,0.94,1,1
"quant",1,40,0.95,1,1
"quant",1,40,0.96,1,1
"quant",1,40,0.97,1,1
"quant",1,40,0.98,1,1
"quant",1,40,0.99,1,1
"quant",1,40,0.995,1,1
"quant",2,40,0.9,0.979409744009324,1.01770474063813
"quant",2,40,0.91,0.98403695515536,1.02229256821148
"quant",2,40,0.92,0.988463183680921,1.02616004537909
"quant",2,40,0.93,0.992771111170453,1.02918799511661
"quant",2,40,0.94,0.996660688444364,1.03107936199914
"quant",2,40,0.95,1.00032178474681,1.02945066894857
"quant",2,40,0.96,1.00145934065239,1.01223207404335
"quant",2,40,0.97,0.993707794085643,0.982057243202754
"quant",2,40,0.98,0.953159339261795,0.900379462141357
"quant",2,40,0.99,0.879976242040678,0.743185058046169
"quant",2,40,0.995,0.693186355205409,0.70752031664738
"quant",3,40,0.9,1.03437267161624,1.05857440778042
"quant",3,40,0.91,1.04270602024936,1.07412974487467
"quant",3,40,0.92,1.04966279498081,1.09045892053215
"quant",3,40,0.93,1.05507274552101,1.10664265366291
"quant",3,40,0.94,1.05918637293633,1.12221787676855
"quant",3,40,0.95,1.06076729570376,1.13062926693733
"quant",3,40,0.96,1.05654807144772,1.11998379167975
"quant",3,40,0.97,1.03608835204132,1.05588244779291
"quant",3,40,0.98,0.984583502294812,0.914804269991642
"quant",3,40,0.99,0.870390527320147,0.759253882559928
"quant",3,40,0.995,0.63255587332964,0.683046166552803
"quant",4,40,0.9,0.982885136686183,0.992973704473008
"quant",4,40,0.91,0.985607613307941,0.992529730441521
"quant",4,40,0.92,0.987918470539144,0.988464586618133
"quant",4,40,0.93,0.990107883617474,0.98117035041792
"quant",4,40,0.94,0.991811429925809,0.971458913061229
"quant",4,40,0.95,0.992053957015339,0.956113857980926
"quant",4,40,0.96,0.988839612579884,0.948646043688704
"quant",4,40,0.97,0.978043424715365,0.925764071623013
"quant",4,40,0.98,0.951003090753744,0.914121975346601
"quant",4,40,0.99,0.775504270387529,0.828113111146005
"quant",4,40,0.995,0.601450120460758,0.711726121900983
"quant",5,40,0.9,1.0248200754398,1.05378999682783
"quant",5,40,0.91,1.03329843093851,1.07069213464026
"quant",5,40,0.92,1.04086485924141,1.08774855448479
"quant",5,40,0.93,1.04782943614392,1.10382471926125
"quant",5,40,0.94,1.05431932674173,1.11890204437998
"quant",5,40,0.95,1.05950943378443,1.1313884110914
"quant",5,40,0.96,1.05886061131641,1.11889942192152
"quant",5,40,0.97,1.04232660195494,1.0630305978947
"quant",5,40,0.98,0.994869232352864,0.918842644486014
"quant",5,40,0.99,0.875682287249135,0.765345123714123
"quant",5,40,0.995,0.628862391328915,0.685986322321538
