"score","method","prop_k","quantile","mean","median"
"brier",5,40,0.95,0.0293355885077273,0.0294037886340909
"brier",5,40,0.96,0.0241184232936364,0.0242304175727273
"brier",5,40,0.97,0.0193141943572727,0.0189155938090909
"brier",5,40,0.98,0.0130904883031818,0.0132383719227273
"brier",5,40,0.99,0.00803118488863636,0.00788909626363636
"brier",5,40,0.995,0.00444091943272727,0.00434442531363636
"quant",1,40,0.9,2.95597545658805,2.84974607904013
"quant",1,40,0.91,2.79878173437534,2.68881564425417
"quant",1,40,0.92,2.62976398072803,2.51537834665553
"quant",1,40,0.93,2.44755979576778,2.32825720950397
"quant",1,40,0.94,2.25013747454593,2.12558259567448
"quant",1,40,0.95,2.03412011260591,1.90290590098043
"quant",1,40,0.96,1.79688853802308,1.65700807225974
"quant",1,40,0.97,1.53199932140115,1.3833823567487
"quant",1,40,0.98,1.22779744862603,1.07005381653799
"quant",1,40,0.99,0.854098197693261,0.695467745940068
"quant",1,40,0.995,0.610919220181492,0.470630454460007
"quant",2,40,0.9,3.06813159389791,2.99152311976755
"quant",2,40,0.91,2.93159922610152,2.85482592499983
"quant",2,40,0.92,2.77846033833641,2.70461813859246
"quant",2,40,0.93,2.60371038103621,2.53752494322833
"quant",2,40,0.94,2.40358756247008,2.32633264870663
"quant",2,40,0.95,2.17411088522042,2.08829874355677
"quant",2,40,0.96,1.91107548401853,1.83744707294771
"quant",2,40,0.97,1.59173956405863,1.47737724615147
"quant",2,40,0.98,1.15050186954574,0.941183717986147
"quant",2,40,0.99,0.613905198044265,0.524349807242261
"quant",2,40,0.995,0.321969680968373,0.293046014346826
"quant",3,40,0.9,3.12671057085563,3.0753371738484
"quant",3,40,0.91,2.99681139481411,2.9401016179812
"quant",3,40,0.92,2.84864042459855,2.78382395163512
"quant",3,40,0.93,2.67819483230467,2.61141772172344
"quant",3,40,0.94,2.47901462457807,2.41087173814757
"quant",3,40,0.95,2.24533862039443,2.16533115322261
"quant",3,40,0.96,1.96149689906654,1.84018006732044
"quant",3,40,0.97,1.60486787788589,1.41760232563621
"quant",3,40,0.98,1.16212681792517,0.963179860791978
"quant",3,40,0.99,0.639478608865754,0.540595216331502
"quant",3,40,0.995,0.341777877233703,0.292284070314671
"quant",4,40,0.9,2.91728578178672,2.83442392088366
"quant",4,40,0.91,2.76740019240721,2.66199471010128
"quant",4,40,0.92,2.60064798019596,2.47319753449224
"quant",4,40,0.93,2.41146770954189,2.26542468041258
"quant",4,40,0.94,2.20031015180803,2.03352545939582
"quant",4,40,0.95,1.96376221815771,1.77236410792628
"quant",4,40,0.96,1.69972368076914,1.50964001232986
"quant",4,40,0.97,1.38857739900314,1.22391420599226
"quant",4,40,0.98,1.02850294183873,0.902167612320989
"quant",4,40,0.99,0.570922021121727,0.497346222435432
"quant",4,40,0.995,0.30833488843243,0.269953043677762
"quant",5,40,0.9,3.12283247729084,3.04558712558425
"quant",5,40,0.91,2.99250217862309,2.9153637783594
"quant",5,40,0.92,2.84450317732499,2.76897460351299
"quant",5,40,0.93,2.67316260999999,2.5987279174177
"quant",5,40,0.94,2.47424500859734,2.39529706648097
"quant",5,40,0.95,2.24256392077379,2.15778125072147
"quant",5,40,0.96,1.96283232442726,1.83970617734923
"quant",5,40,0.97,1.60787426942731,1.41981005065283
"quant",5,40,0.98,1.17021896117814,0.966015132768592
"quant",5,40,0.99,0.655900383344026,0.540868328311249
"quant",5,40,0.995,0.353432360332457,0.30860573883365
