"setting","metric","quantile","target_type","target_level","threshold_value","score_mean","score_se","rel_to_gaussian","method","knots","thresh","CMAQ","TS","ar2","is_baseline","is_proposed","mrts"
209,"brier",0.99,"threshold_quantile",0.99,94.75,0.00699456902328435,0.000653469275013949,0.962970941987084,"t",1,75,"yes","yes","",FALSE,TRUE,15
209,"brier",0.995,"threshold_quantile",0.995,100.52,0.00388024707266531,0.000129110875282635,0.962795386939122,"t",1,75,"yes","yes","",FALSE,TRUE,15
209,"quantile",0,"score_quantile",0,NA,0,0,NA,"t",1,75,"yes","yes","",FALSE,TRUE,15
209,"quantile",0.1,"score_quantile",0.1,NA,6.13690004672651,0.286485480132875,1.39522526347488,"t",1,75,"yes","yes","",FALSE,TRUE,15
209,"quantile",0.2,"score_quantile",0.2,NA,9.62467110401351,0.500353710543897,1.32705248293737,"t",1,75,"yes","yes","",FALSE,TRUE,15
209,"quantile",0.3,"score_quantile",0.3,NA,11.902670960505,0.669771299360598,1.29267674744621,"t",1,75,"yes","yes","",FALSE,TRUE,15
209,"quantile",0.4,"score_quantile",0.4,NA,13.2178669805863,0.826883311782064,1.26891069553396,"t",1,75,"yes","yes","",FALSE,TRUE,15
209,"quantile",0.5,"score_quantile",0.5,NA,13.6620036777242,0.960951700709101,1.25171214298506,"t",1,75,"yes","yes","",FALSE,TRUE,15
209,"quantile",0.6,"score_quantile",0.6,NA,13.2742035441984,1.03042471816636,1.23981202999508,"t",1,75,"yes","yes","",FALSE,TRUE,15
209,"quantile",0.7,"score_quantile",0.7,NA,12.0532126531174,1.04056485866614,1.23603753523903,"t",1,75,"yes","yes","",FALSE,TRUE,15
209,"quantile",0.8,"score_quantile",0.8,NA,9.89243488216334,1.01463091889814,1.24561631674708,"t",1,75,"yes","yes","",FALSE,TRUE,15
209,"quantile",0.9,"score_quantile",0.9,NA,6.47174322648201,0.899672762530563,1.28374248983645,"t",1,75,"yes","yes","",FALSE,TRUE,15
209,"quantile",0.95,"score_quantile",0.95,NA,4.04171646449779,0.703829231439494,1.34664628403448,"t",1,75,"yes","yes","",FALSE,TRUE,15
209,"quantile",0.98,"score_quantile",0.98,NA,2.07747274751717,0.441362117064997,1.43918247121326,"t",1,75,"yes","yes","",FALSE,TRUE,15
209,"quantile",0.99,"score_quantile",0.99,NA,1.24469380687716,0.304025901920851,1.51766248215148,"t",1,75,"yes","yes","",FALSE,TRUE,15
209,"quantile",0.995,"score_quantile",0.995,NA,0.741991413049534,0.206774399831408,1.58262028114746,"t",1,75,"yes","yes","",FALSE,TRUE,15
210,"brier",0,"threshold_quantile",0,2,0.251577429027257,NA,1759.42872739443,"skew-t",1,0,"yes","yes","",FALSE,TRUE,800
210,"brier",0.1,"threshold_quantile",0.1,28.875,0.264504272428107,NA,6.83927448413412,"skew-t",1,0,"yes","yes","",FALSE,TRUE,800
210,"brier",0.2,"threshold_quantile",0.2,36,0.262150582228891,NA,4.14424235071857,"skew-t",1,0,"yes","yes","",FALSE,TRUE,800
210,"brier",0.3,"threshold_quantile",0.3,41.625,0.257693418597983,NA,3.26394662725995,"skew-t",1,0,"yes","yes","",FALSE,TRUE,800
210,"brier",0.4,"threshold_quantile",0.4,46.5,0.25196736008002,NA,2.82212607361677,"skew-t",1,0,"yes","yes","",FALSE,TRUE,800
210,"brier",0.5,"threshold_quantile",0.5,50.875,0.24574450921397,NA,2.59820314581694,"skew-t",1,0,"yes","yes","",FALSE,TRUE,800
210,"brier",0.6,"threshold_quantile",0.6,55.429,0.238410484951238,NA,2.52066251588879,"skew-t",1,0,"yes","yes","",FALSE,TRUE,800
210,"brier",0.7,"threshold_quantile",0.7,60.125,0.229998796609152,NA,2.65901268617952,"skew-t",1,0,"yes","yes","",FALSE,TRUE,800
210,"brier",0.8,"threshold_quantile",0.8,65.5,0.220423956582479,NA,3.08093644526114,"skew-t",1,0,"yes","yes","",FALSE,TRUE,800
210,"brier",0.9,"threshold_quantile",0.9,73.25,0.20884447251813,NA,4.63636410973359,"skew-t",1,0,"yes","yes","",FALSE,TRUE,800
210,"brier",0.95,"threshold_quantile",0.95,79.75,0.201142451902976,NA,7.44141594004439,"skew-t",1,0,"yes","yes","",FALSE,TRUE,800
210,"brier",0.98,"threshold_quantile",0.98,88.5,0.193544479009752,NA,14.989346526146,"skew-t",1,0,"yes","yes","",FALSE,TRUE,800
210,"brier",0.99,"threshold_quantile",0.99,94.75,0.188916483904309,NA,26.0089054603107,"skew-t",1,0,"yes","yes","",FALSE,TRUE,800
210,"brier",0.995,"threshold_quantile",0.995,100.52,0.185041981308661,NA,45.913974718027,"skew-t",1,0,"yes","yes","",FALSE,TRUE,800
210,"quantile",0,"score_quantile",0,NA,0,NA,NA,"skew-t",1,0,"yes","yes","",FALSE,TRUE,800
210,"quantile",0.1,"score_quantile",0.1,NA,155.323756277365,NA,35.3128822574828,"skew-t",1,0,"yes","yes","",FALSE,TRUE,800
210,"quantile",0.2,"score_quantile",0.2,NA,210.949085318022,NA,29.0857219347384,"skew-t",1,0,"yes","yes","",FALSE,TRUE,800
210,"quantile",0.3,"score_quantile",0.3,NA,208.788918396323,NA,22.675295387979,"skew-t",1,0,"yes","yes","",FALSE,TRUE,800
210,"quantile",0.4,"score_quantile",0.4,NA,155.727757519911,NA,14.949811296994,"skew-t",1,0,"yes","yes","",FALSE,TRUE,800
210,"quantile",0.5,"score_quantile",0.5,NA,51.197777032122,NA,4.69073795591481,"skew-t",1,0,"yes","yes","",FALSE,TRUE,800
210,"quantile",0.6,"score_quantile",0.6,NA,73.4574403409501,NA,6.86093278019381,"skew-t",1,0,"yes","yes","",FALSE,TRUE,800
210,"quantile",0.7,"score_quantile",0.7,NA,147.423392107397,NA,15.1180313051122,"skew-t",1,0,"yes","yes","",FALSE,TRUE,800
210,"quantile",0.8,"score_quantile",0.8,NA,170.238897032545,NA,21.4358093244674,"skew-t",1,0,"yes","yes","",FALSE,TRUE,800
210,"quantile",0.9,"score_quantile",0.9,NA,134.931608621118,NA,26.765190327718,"skew-t",1,0,"yes","yes","",FALSE,TRUE,800
210,"quantile",0.95,"score_quantile",0.95,NA,87.9870901118515,NA,29.3161306546164,"skew-t",1,0,"yes","yes","",FALSE,TRUE,800
210,"quantile",0.98,"score_quantile",0.98,NA,44.4656126496164,NA,30.803836234948,"skew-t",1,0,"yes","yes","",FALSE,TRUE,800
210,"quantile",0.99,"score_quantile",0.99,NA,25.3174462304551,NA,30.8697111494836,"skew-t",1,0,"yes","yes","",FALSE,TRUE,800
210,"quantile",0.995,"score_quantile",0.995,NA,14.0453640646656,NA,29.9578642473531,"skew-t",1,0,"yes","yes","",FALSE,TRUE,800
