"band_type","event_quantile","event_threshold_value","score_mean","score_se","rel_to_gaussian","n_obs_total","n_obs_mean_per_fold","obs_share","score_direction","setting","method","knots","thresh","CMAQ","TS","ar2","is_baseline","is_proposed","mrts","is_ar2","is_mrts","model_lane"
"above_threshold",0.9,73.25,0.287438460935498,0.00110147069079969,0.991804766425102,2382,1191,0.0993120700437774,"lower_better",108,"skew-t",6,50,"yes","yes","yes",FALSE,TRUE,NA,TRUE,FALSE,"ar2"
"all",0.95,79.75,0.0268947765175766,0.00192410378606038,0.994992438385728,23985,11992.5,1,"lower_better",108,"skew-t",6,50,"yes","yes","yes",FALSE,TRUE,NA,TRUE,FALSE,"ar2"
"below_threshold",0.95,79.75,0.0092857886847198,0.000307219111741154,1.10129502029662,22787,11393.5,0.950052115905774,"lower_better",108,"skew-t",6,50,"yes","yes","yes",FALSE,TRUE,NA,TRUE,FALSE,"ar2"
"above_threshold",0.95,79.75,0.361088662612845,0.0149268564968525,0.949626542152746,1198,599,0.0499478840942256,"lower_better",108,"skew-t",6,50,"yes","yes","yes",FALSE,TRUE,NA,TRUE,FALSE,"ar2"
"all",0.98,88.5,0.0126232717452186,0.000689978785311943,0.977628478223112,23985,11992.5,1,"lower_better",108,"skew-t",6,50,"yes","yes","yes",FALSE,TRUE,NA,TRUE,FALSE,"ar2"
"below_threshold",0.98,88.5,0.00304953436298008,0.000148587882143844,1.37721271680044,23508,11754,0.980112570356473,"lower_better",108,"skew-t",6,50,"yes","yes","yes",FALSE,TRUE,NA,TRUE,FALSE,"ar2"
"above_threshold",0.98,88.5,0.484082964295019,0.0100469712515402,0.896512558347741,477,238.5,0.0198874296435272,"lower_better",108,"skew-t",6,50,"yes","yes","yes",FALSE,TRUE,NA,TRUE,FALSE,"ar2"
"all",0.99,94.75,0.00695520330113559,0.000609864193025233,0.957551301918712,23985,11992.5,1,"lower_better",108,"skew-t",6,50,"yes","yes","yes",FALSE,TRUE,NA,TRUE,FALSE,"ar2"
"below_threshold",0.99,94.75,0.00127437355952723,0.000128650323836999,1.69387760583544,23746,11873,0.990035438815927,"lower_better",108,"skew-t",6,50,"yes","yes","yes",FALSE,TRUE,NA,TRUE,FALSE,"ar2"
"above_threshold",0.99,94.75,0.570602953430013,0.0362966180453972,0.873249744996456,239,119.5,0.00996456118407338,"lower_better",108,"skew-t",6,50,"yes","yes","yes",FALSE,TRUE,NA,TRUE,FALSE,"ar2"
"all",0.995,100.52,0.00393718472232047,0.000109031650719236,0.97692317452701,23985,11992.5,1,"lower_better",108,"skew-t",6,50,"yes","yes","yes",FALSE,TRUE,NA,TRUE,FALSE,"ar2"
"below_threshold",0.995,100.52,0.000565702631376789,2.49475614144933e-05,2.44284132422576,23865,11932.5,0.994996873045654,"lower_better",108,"skew-t",6,50,"yes","yes","yes",FALSE,TRUE,NA,TRUE,FALSE,"ar2"
"above_threshold",0.995,100.52,0.675736350400445,0.0390840820133482,0.888336122302896,120,60,0.00500312695434647,"lower_better",108,"skew-t",6,50,"yes","yes","yes",FALSE,TRUE,NA,TRUE,FALSE,"ar2"
"all",0.9,73.25,0.0487596289478989,0.000306088372755101,1.0824676896265,23985,11992.5,1,"lower_better",109,"t",6,75,"yes","yes","yes",FALSE,TRUE,NA,TRUE,FALSE,"ar2"
"below_threshold",0.9,73.25,0.0163830297314914,0.000965107222664083,0.906608206337635,21603,10801.5,0.900687929956223,"lower_better",109,"t",6,75,"yes","yes","yes",FALSE,TRUE,NA,TRUE,FALSE,"ar2"
"above_threshold",0.9,73.25,0.342295828766207,0.00213495198420047,1.18108980055365,2382,1191,0.0993120700437774,"lower_better",109,"t",6,75,"yes","yes","yes",FALSE,TRUE,NA,TRUE,FALSE,"ar2"
"all",0.95,79.75,0.0273800907845505,0.00109168304928334,1.01294700385922,23985,11992.5,1,"lower_better",109,"t",6,75,"yes","yes","yes",FALSE,TRUE,NA,TRUE,FALSE,"ar2"
"below_threshold",0.95,79.75,0.00924642686841154,5.30734711054375e-05,1.09662670683807,22787,11393.5,0.950052115905774,"lower_better",109,"t",6,75,"yes","yes","yes",FALSE,TRUE,NA,TRUE,FALSE,"ar2"
"above_threshold",0.95,79.75,0.372058540610392,0.00455882581250122,0.978476208146877,1198,599,0.0499478840942256,"lower_better",109,"t",6,75,"yes","yes","yes",FALSE,TRUE,NA,TRUE,FALSE,"ar2"
"all",0.98,88.5,0.0126931939312794,0.000613377970622535,0.983043708262704,23985,11992.5,1,"lower_better",109,"t",6,75,"yes","yes","yes",FALSE,TRUE,NA,TRUE,FALSE,"ar2"
"below_threshold",0.98,88.5,0.00347958344543548,0.000219435203742612,1.57142894613559,23508,11754,0.980112570356473,"lower_better",109,"t",6,75,"yes","yes","yes",FALSE,TRUE,NA,TRUE,FALSE,"ar2"
"above_threshold",0.98,88.5,0.466648830723816,0.0033471449846858,0.864224870403058,477,238.5,0.0198874296435272,"lower_better",109,"t",6,75,"yes","yes","yes",FALSE,TRUE,NA,TRUE,FALSE,"ar2"
"all",0.99,94.75,0.00694253203697696,0.000656665210270285,0.955806797126153,23985,11992.5,1,"lower_better",109,"t",6,75,"yes","yes","yes",FALSE,TRUE,NA,TRUE,FALSE,"ar2"
"below_threshold",0.99,94.75,0.00155236945412834,0.000210509837966723,2.06338544508604,23746,11873,0.990035438815927,"lower_better",109,"t",6,75,"yes","yes","yes",FALSE,TRUE,NA,TRUE,FALSE,"ar2"
"above_threshold",0.99,94.75,0.541772814606978,0.0334800617864649,0.82912815182192,239,119.5,0.00996456118407338,"lower_better",109,"t",6,75,"yes","yes","yes",FALSE,TRUE,NA,TRUE,FALSE,"ar2"
"all",0.995,100.52,0.00389296803062502,0.000123632726799067,0.965951804407313,23985,11992.5,1,"lower_better",109,"t",6,75,"yes","yes","yes",FALSE,TRUE,NA,TRUE,FALSE,"ar2"
"below_threshold",0.995,100.52,0.000750341092134645,5.59927586616666e-05,3.24015503104553,23865,11932.5,0.994996873045654,"lower_better",109,"t",6,75,"yes","yes","yes",FALSE,TRUE,NA,TRUE,FALSE,"ar2"
"above_threshold",0.995,100.52,0.630019810444939,0.0343154833481646,0.82823627151773,120,60,0.00500312695434647,"lower_better",109,"t",6,75,"yes","yes","yes",FALSE,TRUE,NA,TRUE,FALSE,"ar2"
"all",0.9,73.25,0.0449083698266734,0.00117208586234897,0.996969426964158,23985,11992.5,1,"lower_better",110,"skew-t",7,0,"yes","yes","yes",FALSE,TRUE,NA,TRUE,FALSE,"ar2"
"below_threshold",0.9,73.25,0.0177333201220979,0.000483044527595506,0.981330914476869,21603,10801.5,0.900687929956223,"lower_better",110,"skew-t",7,0,"yes","yes","yes",FALSE,TRUE,NA,TRUE,FALSE,"ar2"
"above_threshold",0.9,73.25,0.291399079810084,0.000723723823134292,1.00547085921249,2382,1191,0.0993120700437774,"lower_better",110,"skew-t",7,0,"yes","yes","yes",FALSE,TRUE,NA,TRUE,FALSE,"ar2"
"all",0.95,79.75,0.0268609331011669,0.00202526127654411,0.993740375800462,23985,11992.5,1,"lower_better",110,"skew-t",7,0,"yes","yes","yes",FALSE,TRUE,NA,TRUE,FALSE,"ar2"
"below_threshold",0.95,79.75,0.00881422846803312,0.000369657116965563,1.04536795410551,22787,11393.5,0.950052115905774,"lower_better",110,"skew-t",7,0,"yes","yes","yes",FALSE,TRUE,NA,TRUE,FALSE,"ar2"
"above_threshold",0.95,79.75,0.3693635611606,0.0153231508266811,0.971388685659851,1198,599,0.0499478840942256,"lower_better",110,"skew-t",7,0,"yes","yes","yes",FALSE,TRUE,NA,TRUE,FALSE,"ar2"
"all",0.98,88.5,0.0127444664780872,0.000666141880271118,0.987014588627328,23985,11992.5,1,"lower_better",110,"skew-t",7,0,"yes","yes","yes",FALSE,TRUE,NA,TRUE,FALSE,"ar2"
"below_threshold",0.98,88.5,0.00273488292257655,9.48409203669809e-05,1.23511168972435,23508,11754,0.980112570356473,"lower_better",110,"skew-t",7,0,"yes","yes","yes",FALSE,TRUE,NA,TRUE,FALSE,"ar2"
"above_threshold",0.98,88.5,0.505657905869741,0.0107088364784369,0.936468944946733,477,238.5,0.0198874296435272,"lower_better",110,"skew-t",7,0,"yes","yes","yes",FALSE,TRUE,NA,TRUE,FALSE,"ar2"
"all",0.99,94.75,0.0070052919332248,0.000509237599641402,0.964447208880987,23985,11992.5,1,"lower_better",110,"skew-t",7,0,"yes","yes","yes",FALSE,TRUE,NA,TRUE,FALSE,"ar2"
"below_threshold",0.99,94.75,0.00105086486771331,5.52591943126415e-05,1.39679331297423,23746,11873,0.990035438815927,"lower_better",110,"skew-t",7,0,"yes","yes","yes",FALSE,TRUE,NA,TRUE,FALSE,"ar2"
"above_threshold",0.99,94.75,0.597906951251226,0.0329038021913969,0.915035734696355,239,119.5,0.00996456118407338,"lower_better",110,"skew-t",7,0,"yes","yes","yes",FALSE,TRUE,NA,TRUE,FALSE,"ar2"
"all",0.995,100.52,0.00392055983635423,2.44038840328201e-05,0.97279808578474,23985,11992.5,1,"lower_better",110,"skew-t",7,0,"yes","yes","yes",FALSE,TRUE,NA,TRUE,FALSE,"ar2"
"below_threshold",0.995,100.52,0.000412719750781949,6.85517755964375e-07,1.78222409904751,23865,11932.5,0.994996873045654,"lower_better",110,"skew-t",7,0,"yes","yes","yes",FALSE,TRUE,NA,TRUE,FALSE,"ar2"
"above_threshold",0.995,100.52,0.702478837152392,0.0281531745717464,0.923492314459619,120,60,0.00500312695434647,"lower_better",110,"skew-t",7,0,"yes","yes","yes",FALSE,TRUE,NA,TRUE,FALSE,"ar2"
"all",0.9,73.25,0.0447276016381072,0.00115834777797552,0.992956358619354,23985,11992.5,1,"lower_better",111,"skew-t",7,50,"yes","yes","yes",FALSE,TRUE,NA,TRUE,FALSE,"ar2"
"below_threshold",0.9,73.25,0.018111051431976,0.000552765126284594,1.00223390439624,21603,10801.5,0.900687929956223,"lower_better",111,"skew-t",7,50,"yes","yes","yes",FALSE,TRUE,NA,TRUE,FALSE,"ar2"
"above_threshold",0.9,73.25,0.286173239173276,0.00132758843918107,0.987439125966714,2382,1191,0.0993120700437774,"lower_better",111,"skew-t",7,50,"yes","yes","yes",FALSE,TRUE,NA,TRUE,FALSE,"ar2"
"all",0.95,79.75,0.0266400412497031,0.00199102379200531,0.985568316004244,23985,11992.5,1,"lower_better",111,"skew-t",7,50,"yes","yes","yes",FALSE,TRUE,NA,TRUE,FALSE,"ar2"
"below_threshold",0.95,79.75,0.0091844464521266,0.000473087313169646,1.08927582624752,22787,11393.5,0.950052115905774,"lower_better",111,"skew-t",7,50,"yes","yes","yes",FALSE,TRUE,NA,TRUE,FALSE,"ar2"
"above_threshold",0.95,79.75,0.35800868962607,0.0132620284661401,0.941526525729656,1198,599,0.0499478840942256,"lower_better",111,"skew-t",7,50,"yes","yes","yes",FALSE,TRUE,NA,TRUE,FALSE,"ar2"
"all",0.98,88.5,0.0126497501278635,0.000614090756354003,0.979679136836305,23985,11992.5,1,"lower_better",111,"skew-t",7,50,"yes","yes","yes",FALSE,TRUE,NA,TRUE,FALSE,"ar2"
"below_threshold",0.98,88.5,0.00300254715476083,0.000184745927600127,1.35599263104832,23508,11754,0.980112570356473,"lower_better",111,"skew-t",7,50,"yes","yes","yes",FALSE,TRUE,NA,TRUE,FALSE,"ar2"
"above_threshold",0.98,88.5,0.487937961414188,0.00430866384897025,0.903651940612025,477,238.5,0.0198874296435272,"lower_better",111,"skew-t",7,50,"yes","yes","yes",FALSE,TRUE,NA,TRUE,FALSE,"ar2"
"all",0.99,94.75,0.0069140406812201,0.00064270434046825,0.951884275581174,23985,11992.5,1,"lower_better",111,"skew-t",7,50,"yes","yes","yes",FALSE,TRUE,NA,TRUE,FALSE,"ar2"
"below_threshold",0.99,94.75,0.00121049505344983,0.000143667087119864,1.60897128450618,23746,11873,0.990035438815927,"lower_better",111,"skew-t",7,50,"yes","yes","yes",FALSE,TRUE,NA,TRUE,FALSE,"ar2"
"above_threshold",0.99,94.75,0.5727816506095,0.03805254086591,0.876584019284689,239,119.5,0.00996456118407338,"lower_better",111,"skew-t",7,50,"yes","yes","yes",FALSE,TRUE,NA,TRUE,FALSE,"ar2"
"all",0.995,100.52,0.00385460047690852,9.54354056406995e-05,0.956431765339023,23985,11992.5,1,"lower_better",111,"skew-t",7,50,"yes","yes","yes",FALSE,TRUE,NA,TRUE,FALSE,"ar2"
"below_threshold",0.995,100.52,0.000514487270752339,7.59130091572435e-06,2.22168096111406,23865,11932.5,0.994996873045654,"lower_better",111,"skew-t",7,50,"yes","yes","yes",FALSE,TRUE,NA,TRUE,FALSE,"ar2"
"above_threshold",0.995,100.52,0.669433180100111,0.0396122130033371,0.880049852281319,120,60,0.00500312695434647,"lower_better",111,"skew-t",7,50,"yes","yes","yes",FALSE,TRUE,NA,TRUE,FALSE,"ar2"
"all",0.9,73.25,0.0488796176228554,0.000530920465232676,1.08513144787414,23985,11992.5,1,"lower_better",112,"t",7,75,"yes","yes","yes",FALSE,TRUE,NA,TRUE,FALSE,"ar2"
"below_threshold",0.9,73.25,0.0165819686205919,6.75368272449774e-05,0.917617136454603,21603,10801.5,0.900687929956223,"lower_better",112,"t",7,75,"yes","yes","yes",FALSE,TRUE,NA,TRUE,FALSE,"ar2"
"above_threshold",0.9,73.25,0.341900884378009,0.00372371012026054,1.17972704719972,2382,1191,0.0993120700437774,"lower_better",112,"t",7,75,"yes","yes","yes",FALSE,TRUE,NA,TRUE,FALSE,"ar2"
"all",0.95,79.75,0.0273726904574655,0.00115202025658191,1.0126732232057,23985,11992.5,1,"lower_better",112,"t",7,75,"yes","yes","yes",FALSE,TRUE,NA,TRUE,FALSE,"ar2"
"below_threshold",0.95,79.75,0.00927680528709986,3.1134573178198e-07,1.10022958887231,22787,11393.5,0.950052115905774,"lower_better",112,"t",7,75,"yes","yes","yes",FALSE,TRUE,NA,TRUE,FALSE,"ar2"
"above_threshold",0.95,79.75,0.371322967697659,0.00480189297006714,0.976541726026709,1198,599,0.0499478840942256,"lower_better",112,"t",7,75,"yes","yes","yes",FALSE,TRUE,NA,TRUE,FALSE,"ar2"
"all",0.98,88.5,0.0127327450385582,0.000561318868682386,0.986106803916624,23985,11992.5,1,"lower_better",112,"t",7,75,"yes","yes","yes",FALSE,TRUE,NA,TRUE,FALSE,"ar2"
"below_threshold",0.98,88.5,0.00345394693111812,5.02252586442517e-05,1.55985113479464,23508,11754,0.980112570356473,"lower_better",112,"t",7,75,"yes","yes","yes",FALSE,TRUE,NA,TRUE,FALSE,"ar2"
"above_threshold",0.98,88.5,0.469692815971484,0.00895800362365781,0.869862273912875,477,238.5,0.0198874296435272,"lower_better",112,"t",7,75,"yes","yes","yes",FALSE,TRUE,NA,TRUE,FALSE,"ar2"
"all",0.99,94.75,0.00692214232150255,0.000608851248734356,0.952999661553985,23985,11992.5,1,"lower_better",112,"t",7,75,"yes","yes","yes",FALSE,TRUE,NA,TRUE,FALSE,"ar2"
"below_threshold",0.99,94.75,0.00150878504070794,0.000102795475051373,2.00545371752911,23746,11873,0.990035438815927,"lower_better",112,"t",7,75,"yes","yes","yes",FALSE,TRUE,NA,TRUE,FALSE,"ar2"
"above_threshold",0.99,94.75,0.543929914598571,0.0393367781883144,0.832429373812215,239,119.5,0.00996456118407338,"lower_better",112,"t",7,75,"yes","yes","yes",FALSE,TRUE,NA,TRUE,FALSE,"ar2"
"all",0.995,100.52,0.00386717426477115,0.000124588948442065,0.959551665882412,23985,11992.5,1,"lower_better",112,"t",7,75,"yes","yes","yes",FALSE,TRUE,NA,TRUE,FALSE,"ar2"
"below_threshold",0.995,100.52,0.000719301902586341,2.69895539438799e-06,3.10612027374815,23865,11932.5,0.994996873045654,"lower_better",112,"t",7,75,"yes","yes","yes",FALSE,TRUE,NA,TRUE,FALSE,"ar2"
"above_threshold",0.995,100.52,0.631431721256952,0.0462266277085651,0.830092396876441,120,60,0.00500312695434647,"lower_better",112,"t",7,75,"yes","yes","yes",FALSE,TRUE,NA,TRUE,FALSE,"ar2"
"all",0.9,73.25,0.0448580209302801,0.00128174808540223,0.995851677409248,23985,11992.5,1,"lower_better",113,"skew-t",8,0,"yes","yes","yes",FALSE,TRUE,NA,TRUE,FALSE,"ar2"
"below_threshold",0.9,73.25,0.0176554432101817,0.000502088475378621,0.977021342402314,21603,10801.5,0.900687929956223,"lower_better",113,"skew-t",8,0,"yes","yes","yes",FALSE,TRUE,NA,TRUE,FALSE,"ar2"
"above_threshold",0.9,73.25,0.291571452170391,0.000200321858972535,1.00606562905643,2382,1191,0.0993120700437774,"lower_better",113,"skew-t",8,0,"yes","yes","yes",FALSE,TRUE,NA,TRUE,FALSE,"ar2"
"all",0.95,79.75,0.0269475926187152,0.00195651554277959,0.996946409679136,23985,11992.5,1,"lower_better",113,"skew-t",8,0,"yes","yes","yes",FALSE,TRUE,NA,TRUE,FALSE,"ar2"
"below_threshold",0.95,79.75,0.00892753270908045,0.000421771620526026,1.05880584297856,22787,11393.5,0.950052115905774,"lower_better",113,"skew-t",8,0,"yes","yes","yes",FALSE,TRUE,NA,TRUE,FALSE,"ar2"
"above_threshold",0.95,79.75,0.36906446672862,0.012976392985211,0.970602097653562,1198,599,0.0499478840942256,"lower_better",113,"skew-t",8,0,"yes","yes","yes",FALSE,TRUE,NA,TRUE,FALSE,"ar2"
"all",0.98,88.5,0.0127635241881416,0.000707832508555067,0.988490541966125,23985,11992.5,1,"lower_better",113,"skew-t",8,0,"yes","yes","yes",FALSE,TRUE,NA,TRUE,FALSE,"ar2"
"below_threshold",0.98,88.5,0.00279659735947607,0.000232709483211944,1.26298279960263,23508,11754,0.980112570356473,"lower_better",113,"skew-t",8,0,"yes","yes","yes",FALSE,TRUE,NA,TRUE,FALSE,"ar2"
"above_threshold",0.98,88.5,0.503746347279352,0.00608171927935225,0.932928774338174,477,238.5,0.0198874296435272,"lower_better",113,"skew-t",8,0,"yes","yes","yes",FALSE,TRUE,NA,TRUE,FALSE,"ar2"
"all",0.99,94.75,0.00703264821737842,0.000499245980152445,0.968213460473185,23985,11992.5,1,"lower_better",113,"skew-t",8,0,"yes","yes","yes",FALSE,TRUE,NA,TRUE,FALSE,"ar2"
"below_threshold",0.99,94.75,0.00109412665917788,0.00013873205985128,1.45429621642221,23746,11873,0.990035438815927,"lower_better",113,"skew-t",8,0,"yes","yes","yes",FALSE,TRUE,NA,TRUE,FALSE,"ar2"
"above_threshold",0.99,94.75,0.59655312893933,0.023637412700014,0.912963847438277,239,119.5,0.00996456118407338,"lower_better",113,"skew-t",8,0,"yes","yes","yes",FALSE,TRUE,NA,TRUE,FALSE,"ar2"
"all",0.995,100.52,0.00393112408973615,1.02769246115332e-05,0.975419365881622,23985,11992.5,1,"lower_better",113,"skew-t",8,0,"yes","yes","yes",FALSE,TRUE,NA,TRUE,FALSE,"ar2"
"below_threshold",0.995,100.52,0.000442985021202792,2.51782009262943e-05,1.91291688563216,23865,11932.5,0.994996873045654,"lower_better",113,"skew-t",8,0,"yes","yes","yes",FALSE,TRUE,NA,TRUE,FALSE,"ar2"
"above_threshold",0.995,100.52,0.698303299187987,0.0200471856395996,0.918003071204273,120,60,0.00500312695434647,"lower_better",113,"skew-t",8,0,"yes","yes","yes",FALSE,TRUE,NA,TRUE,FALSE,"ar2"
"all",0.9,73.25,0.044738636534544,0.0010799334487726,0.993201334208975,23985,11992.5,1,"lower_better",114,"skew-t",8,50,"yes","yes","yes",FALSE,TRUE,NA,TRUE,FALSE,"ar2"
"below_threshold",0.9,73.25,0.0180545517495353,0.000401353483692695,0.999107310805455,21603,10801.5,0.900687929956223,"lower_better",114,"skew-t",8,50,"yes","yes","yes",FALSE,TRUE,NA,TRUE,FALSE,"ar2"
"above_threshold",0.9,73.25,0.286775463565002,0.00076358359762807,0.989517097787977,2382,1191,0.0993120700437774,"lower_better",114,"skew-t",8,50,"yes","yes","yes",FALSE,TRUE,NA,TRUE,FALSE,"ar2"
"all",0.95,79.75,0.0267520267207918,0.00186997535461693,0.989711302538062,23985,11992.5,1,"lower_better",114,"skew-t",8,50,"yes","yes","yes",FALSE,TRUE,NA,TRUE,FALSE,"ar2"
"below_threshold",0.95,79.75,0.00923668166325935,0.000350193343343349,1.09547092500087,22787,11393.5,0.950052115905774,"lower_better",114,"skew-t",8,50,"yes","yes","yes",FALSE,TRUE,NA,TRUE,FALSE,"ar2"
"above_threshold",0.95,79.75,0.359258338523502,0.0131156641474039,0.94481297552508,1198,599,0.0499478840942256,"lower_better",114,"skew-t",8,50,"yes","yes","yes",FALSE,TRUE,NA,TRUE,FALSE,"ar2"
"all",0.98,88.5,0.0126499774991245,0.000662066277985913,0.979696745949406,23985,11992.5,1,"lower_better",114,"skew-t",8,50,"yes","yes","yes",FALSE,TRUE,NA,TRUE,FALSE,"ar2"
"below_threshold",0.98,88.5,0.00307748464678239,0.000138527560014308,1.38983545906497,23508,11754,0.980112570356473,"lower_better",114,"skew-t",8,50,"yes","yes","yes",FALSE,TRUE,NA,TRUE,FALSE,"ar2"
"above_threshold",0.98,88.5,0.484080625521563,0.00914035213025876,0.896508226983226,477,238.5,0.0198874296435272,"lower_better",114,"skew-t",8,50,"yes","yes","yes",FALSE,TRUE,NA,TRUE,FALSE,"ar2"
"all",0.99,94.75,0.00700816439236561,0.000516270098792216,0.964842672086145,23985,11992.5,1,"lower_better",114,"skew-t",8,50,"yes","yes","yes",FALSE,TRUE,NA,TRUE,FALSE,"ar2"
"below_threshold",0.99,94.75,0.00130119525309786,9.09542901349015e-05,1.72952858568371,23746,11873,0.990035438815927,"lower_better",114,"skew-t",8,50,"yes","yes","yes",FALSE,TRUE,NA,TRUE,FALSE,"ar2"
"above_threshold",0.99,94.75,0.573373695243099,0.0305908473798515,0.877490083338879,239,119.5,0.00996456118407338,"lower_better",114,"skew-t",8,50,"yes","yes","yes",FALSE,TRUE,NA,TRUE,FALSE,"ar2"
"all",0.995,100.52,0.00391189709019347,6.68475878178752e-05,0.970648621617737,23985,11992.5,1,"lower_better",114,"skew-t",8,50,"yes","yes","yes",FALSE,TRUE,NA,TRUE,FALSE,"ar2"
"below_threshold",0.995,100.52,0.000566707751718146,2.50904928729981e-06,2.44718167791955,23865,11932.5,0.994996873045654,"lower_better",114,"skew-t",8,50,"yes","yes","yes",FALSE,TRUE,NA,TRUE,FALSE,"ar2"
"above_threshold",0.995,100.52,0.670379186740823,0.0359363422246941,0.881293490973221,120,60,0.00500312695434647,"lower_better",114,"skew-t",8,50,"yes","yes","yes",FALSE,TRUE,NA,TRUE,FALSE,"ar2"
"all",0.9,73.25,0.0489275852193842,0.000460489658827369,1.08619633238027,23985,11992.5,1,"lower_better",115,"t",8,75,"yes","yes","yes",FALSE,TRUE,NA,TRUE,FALSE,"ar2"
"below_threshold",0.9,73.25,0.016585841037378,0.000788290500303067,0.917831429225483,21603,10801.5,0.900687929956223,"lower_better",115,"t",8,75,"yes","yes","yes",FALSE,TRUE,NA,TRUE,FALSE,"ar2"
"above_threshold",0.9,73.25,0.342154091476769,0.00209631860479689,1.18060073684663,2382,1191,0.0993120700437774,"lower_better",115,"t",8,75,"yes","yes","yes",FALSE,TRUE,NA,TRUE,FALSE,"ar2"
"all",0.95,79.75,0.0273528427212371,0.00108626987469215,1.01193894131073,23985,11992.5,1,"lower_better",115,"t",8,75,"yes","yes","yes",FALSE,TRUE,NA,TRUE,FALSE,"ar2"
"below_threshold",0.95,79.75,0.00925865178413941,8.74834031199534e-05,1.09807658247834,22787,11393.5,0.950052115905774,"lower_better",115,"t",8,75,"yes","yes","yes",FALSE,TRUE,NA,TRUE,FALSE,"ar2"
"above_threshold",0.95,79.75,0.371249113060763,0.00514640388677315,0.976347495825875,1198,599,0.0499478840942256,"lower_better",115,"t",8,75,"yes","yes","yes",FALSE,TRUE,NA,TRUE,FALSE,"ar2"
"all",0.98,88.5,0.0127307103473679,0.00057542240204821,0.98594922416296,23985,11992.5,1,"lower_better",115,"t",8,75,"yes","yes","yes",FALSE,TRUE,NA,TRUE,FALSE,"ar2"
"below_threshold",0.98,88.5,0.00350774099448678,0.000122019169042737,1.584145292309,23508,11754,0.980112570356473,"lower_better",115,"t",8,75,"yes","yes","yes",FALSE,TRUE,NA,TRUE,FALSE,"ar2"
"above_threshold",0.98,88.5,0.46704036975286,0.00622645340503433,0.864949993331382,477,238.5,0.0198874296435272,"lower_better",115,"t",8,75,"yes","yes","yes",FALSE,TRUE,NA,TRUE,FALSE,"ar2"
"all",0.99,94.75,0.0069292721887604,0.000648036379808165,0.953981259557619,23985,11992.5,1,"lower_better",115,"t",8,75,"yes","yes","yes",FALSE,TRUE,NA,TRUE,FALSE,"ar2"
"below_threshold",0.99,94.75,0.00155248828185303,0.000161870062997808,2.06354338905804,23746,11873,0.990035438815927,"lower_better",115,"t",8,75,"yes","yes","yes",FALSE,TRUE,NA,TRUE,FALSE,"ar2"
"above_threshold",0.99,94.75,0.540344162579515,0.0374771406991733,0.826941745300238,239,119.5,0.00996456118407338,"lower_better",115,"t",8,75,"yes","yes","yes",FALSE,TRUE,NA,TRUE,FALSE,"ar2"
"all",0.995,100.52,0.00387344159420235,0.000127870771496678,0.961106761666724,23985,11992.5,1,"lower_better",115,"t",8,75,"yes","yes","yes",FALSE,TRUE,NA,TRUE,FALSE,"ar2"
"below_threshold",0.995,100.52,0.000755647202236479,1.67362747123898e-05,3.2630681028764,23865,11932.5,0.994996873045654,"lower_better",115,"t",8,75,"yes","yes","yes",FALSE,TRUE,NA,TRUE,FALSE,"ar2"
"above_threshold",0.995,100.52,0.625343091357063,0.0428154907119021,0.822088165829526,120,60,0.00500312695434647,"lower_better",115,"t",8,75,"yes","yes","yes",FALSE,TRUE,NA,TRUE,FALSE,"ar2"
"all",0.9,73.25,0.0449930120247667,0.00100533044770577,0.998848490578708,23985,11992.5,1,"lower_better",116,"skew-t",9,0,"yes","yes","yes",FALSE,TRUE,NA,TRUE,FALSE,"ar2"
"below_threshold",0.9,73.25,0.0179077449409756,0.000435468859433278,0.990983278830424,21603,10801.5,0.900687929956223,"lower_better",116,"skew-t",9,0,"yes","yes","yes",FALSE,TRUE,NA,TRUE,FALSE,"ar2"
"above_threshold",0.9,73.25,0.290704415049476,0.00194547325502239,1.0030739224268,2382,1191,0.0993120700437774,"lower_better",116,"skew-t",9,0,"yes","yes","yes",FALSE,TRUE,NA,TRUE,FALSE,"ar2"
"all",0.95,79.75,0.0268892451798961,0.00201706220081797,0.994787802397671,23985,11992.5,1,"lower_better",116,"skew-t",9,0,"yes","yes","yes",FALSE,TRUE,NA,TRUE,FALSE,"ar2"
"below_threshold",0.95,79.75,0.00895607871288775,0.000412462472075712,1.06219140051274,22787,11393.5,0.950052115905774,"lower_better",116,"skew-t",9,0,"yes","yes","yes",FALSE,TRUE,NA,TRUE,FALSE,"ar2"
"above_threshold",0.95,79.75,0.367278175398839,0.0144572038698411,0.965904332715436,1198,599,0.0499478840942256,"lower_better",116,"skew-t",9,0,"yes","yes","yes",FALSE,TRUE,NA,TRUE,FALSE,"ar2"
"all",0.98,88.5,0.0126544093640239,0.000615635123797216,0.980039978466676,23985,11992.5,1,"lower_better",116,"skew-t",9,0,"yes","yes","yes",FALSE,TRUE,NA,TRUE,FALSE,"ar2"
"below_threshold",0.98,88.5,0.00280692765842397,0.000120333624260636,1.26764810826486,23508,11754,0.980112570356473,"lower_better",116,"skew-t",9,0,"yes","yes","yes",FALSE,TRUE,NA,TRUE,FALSE,"ar2"
"above_threshold",0.98,88.5,0.49770630919134,0.00720186327829606,0.921742737236687,477,238.5,0.0198874296435272,"lower_better",116,"skew-t",9,0,"yes","yes","yes",FALSE,TRUE,NA,TRUE,FALSE,"ar2"
