"setting","method","dataset","block","seam","seed","hn","ar2_used","ar1_used","a","b","lambda","beta0","zbar","z_pred","z_ratio","sdz_ratio","phi1.z","phi2.z","phi1.tau","phi2.tau","sd_lead1","sd_lead_max","mu_recon","data_mean","A_zconsist","Aprime_sdz","B_truth","C_spread"
7,1,10,3,110,1710,TRUE,FALSE,FALSE,3.91471,15.7977064966507,2.7898040265693,12.2376217378763,1.98153582764195,1.76932731104007,1.11993739952905,0.814709928913342,NA,NA,NA,NA,4.9099422829306,4.9224311009135,17.7657183686231,17.7118627088766,TRUE,TRUE,TRUE,TRUE
7,1,10,4,140,1710,TRUE,FALSE,FALSE,3.896875,16.0224005980396,3.19112876417763,12.3088953898485,1.97972462453635,1.78650613008641,1.10815439767934,0.910659510144243,NA,NA,NA,NA,5.42064430324598,5.53407119403746,18.6264515843572,18.5565960784059,TRUE,TRUE,TRUE,TRUE
7,1,10,5,170,1710,TRUE,FALSE,FALSE,3.74494,16.4617673261383,2.99028368793534,12.4217767609404,2.08344720183249,1.85520875552838,1.12302574878648,0.908943356112186,NA,NA,NA,NA,5.31442696275329,5.49773295830721,18.6518749432546,18.5925152139072,TRUE,TRUE,TRUE,TRUE
7,2,1,1,50,2701,TRUE,TRUE,FALSE,4.41734,11.7823169307588,0.968218829763216,9.67737912598693,1.26487166466152,1.38188022046636,0.915326557199469,0.951942232205384,0.353653044871394,0.286151240992348,0.398324848177403,-0.159337772255663,2.06171428543062,2.2373959986266,10.9020516889462,11.1123945408742,TRUE,TRUE,FALSE,TRUE
7,2,1,2,80,2701,TRUE,TRUE,FALSE,4.63808,12.7476254339699,1.39251303050795,9.88973369374609,1.2351052533148,1.39792482682111,0.883527661586384,0.897841417769301,0.354901333271194,0.35126037646217,0.555355993046791,0.047555458634598,2.29278834597172,2.58928791847283,11.6096338530358,11.6939338506542,TRUE,TRUE,TRUE,TRUE
7,2,1,3,110,2701,TRUE,TRUE,FALSE,4.746275,13.4300667429318,1.40719047954161,9.97859079048638,1.43081880449758,1.4179000549468,1.0091111848862,1.03107448056612,0.414070816998621,0.259584795917074,0.563446826459516,0.0514125982792971,2.13502851566725,2.57523595304082,11.9920253901245,12.0520319921844,TRUE,TRUE,TRUE,TRUE
7,2,1,4,140,2701,TRUE,TRUE,FALSE,4.833565,13.4451081083485,1.84954711153458,9.99660582888429,1.30325953904457,1.39912149939065,0.931484177472915,0.922182614314102,0.535892151340348,0.211163522355193,0.582906048551591,0.0400909175986996,2.10342569609166,2.94822363676788,12.4070457449041,12.4753459692636,TRUE,TRUE,TRUE,TRUE
7,2,1,5,170,2701,TRUE,TRUE,FALSE,4.862155,13.4822704033437,1.99934377086433,10.0211676460608,1.33211413146732,1.3980938908949,0.952807347305303,0.968643487348098,0.550703005123547,0.200558869642349,0.449048063728732,0.171048663857817,2.35740570611595,3.05163168751969,12.6845217368904,12.7577991854359,TRUE,TRUE,TRUE,TRUE
7,2,2,1,50,2702,TRUE,TRUE,FALSE,3.64716,14.2057465691758,1.35132394902264,10.2908916711472,1.53225650028385,1.71855648747071,0.891595074968382,0.913251500058776,0.274625622364191,0.0568268943093288,0.574090113726927,0.0812528077799895,3.08002398615482,3.16511231544432,12.3614665760264,12.070670771313,TRUE,TRUE,TRUE,TRUE
7,2,2,2,80,2702,TRUE,TRUE,FALSE,4.29846,17.1819172416568,1.19765845789276,9.98715533481745,1.55489783627278,1.71575919574993,0.906244792465271,0.946261441093896,0.291502031151127,0.199783003715789,0.587933258298241,-0.0136204735370034,2.83714881034531,2.92913450197328,11.8493918795887,11.7628139565778,TRUE,TRUE,FALSE,TRUE
