"quantile","baseline_setting","proposed_setting","baseline_rel_brier","proposed_rel_brier","delta_rel_brier","baseline_rel_quant","proposed_rel_quant","delta_rel_quant","method","knots","thresh","CMAQ","TS","proposed_is_ar2","proposed_is_mrts","proposed_lane"
0.95,53,203,1.01228039582623,1.01175621723004,-0.000524178596193137,1.01434150152749,1.01395219375612,-0.000389307771374581,"t",1,75,"yes","yes",FALSE,TRUE,"mrts"
0.96,53,203,1.00381745465647,1.003959796864,0.000142342207531954,1.01206252160255,1.01090723663247,-0.001155284970078,"t",1,75,"yes","yes",FALSE,TRUE,"mrts"
0.97,53,203,1.00518767237822,1.00466686268912,-0.000520809689094737,1.01005833820136,1.00809149833326,-0.00196683986810164,"t",1,75,"yes","yes",FALSE,TRUE,"mrts"
0.98,53,203,0.987383198471936,0.987976781984751,0.000593583512815465,1.00638735252479,1.00374797384073,-0.00263937868405972,"t",1,75,"yes","yes",FALSE,TRUE,"mrts"
0.99,53,203,0.959330478602021,0.959855088337757,0.000524609735735315,0.993934843121405,0.992531446094646,-0.00140339702675862,"t",1,75,"yes","yes",FALSE,TRUE,"mrts"
0.995,53,203,0.964194728236206,0.963808108210753,-0.000386620025453532,0.962959892170864,0.962431328432459,-0.000528563738404486,"t",1,75,"yes","yes",FALSE,TRUE,"mrts"
0.9,51,204,0.992240779164545,0.99157015287026,-0.000670626294284271,0.999398136655813,0.998641433693781,-0.000756702962032119,"skew-t",1,0,"yes","yes",FALSE,TRUE,"mrts"
0.91,51,204,0.99316063132037,0.992219446524217,-0.000941184796152905,0.999227795058516,0.998511943796666,-0.000715851261850142,"skew-t",1,0,"yes","yes",FALSE,TRUE,"mrts"
0.92,51,204,0.994137720574948,0.992398899190416,-0.00173882138453196,0.999107719981958,0.998490239374733,-0.000617480607224996,"skew-t",1,0,"yes","yes",FALSE,TRUE,"mrts"
0.93,51,204,0.995805874606192,0.99420701515514,-0.00159885945105231,0.999049807684305,0.998337785471278,-0.000712022213026242,"skew-t",1,0,"yes","yes",FALSE,TRUE,"mrts"
0.94,51,204,0.996261929265193,0.994530607973899,-0.0017313212912935,0.998820701129011,0.997909320168287,-0.000911380960724184,"skew-t",1,0,"yes","yes",FALSE,TRUE,"mrts"
0.95,51,204,0.996953281494973,0.993893710742411,-0.00305957075256269,0.998449750187276,0.997171840866163,-0.00127790932111294,"skew-t",1,0,"yes","yes",FALSE,TRUE,"mrts"
0.96,51,204,0.999304954159779,0.995635595260234,-0.00366935889954534,0.997651472476335,0.996246211774305,-0.00140526070203051,"skew-t",1,0,"yes","yes",FALSE,TRUE,"mrts"
0.97,51,204,0.998633528351932,0.994559959124081,-0.00407356922785107,0.996924215709321,0.99573626086001,-0.00118795484931089,"skew-t",1,0,"yes","yes",FALSE,TRUE,"mrts"
0.98,51,204,0.995100854502497,0.992380166377022,-0.00272068812547444,0.99552558052283,0.994413684000824,-0.00111189652200661,"skew-t",1,0,"yes","yes",FALSE,TRUE,"mrts"
0.99,51,204,0.988390361004159,0.984524302209249,-0.00386605879491031,0.992097572391021,0.990728983181291,-0.0013685892097306,"skew-t",1,0,"yes","yes",FALSE,TRUE,"mrts"
0.995,51,204,0.992113960124778,0.990231826145136,-0.00188213397964199,0.986475458116869,0.985974499484265,-0.000500958632604576,"skew-t",1,0,"yes","yes",FALSE,TRUE,"mrts"
0.9,52,205,0.998753062533839,0.9971527050321,-0.00160035750173881,1.00121060384522,0.999849660828258,-0.00136094301695744,"skew-t",1,50,"yes","yes",FALSE,TRUE,"mrts"
0.91,52,205,0.998812566301742,0.997529593688753,-0.00128297261298949,1.00129570423657,0.999772858593444,-0.00152284564312577,"skew-t",1,50,"yes","yes",FALSE,TRUE,"mrts"
0.92,52,205,0.998427930263644,0.996416432366035,-0.00201149789760857,1.00111139675834,0.99967876553753,-0.00143263122080883,"skew-t",1,50,"yes","yes",FALSE,TRUE,"mrts"
0.93,52,205,0.999273362097345,0.997144845403106,-0.00212851669423864,1.00104375414859,0.999605275709608,-0.00143847843897771,"skew-t",1,50,"yes","yes",FALSE,TRUE,"mrts"
0.94,52,205,1.00039000338742,0.997787857136592,-0.00260214625082889,1.00085697147146,0.999182406050852,-0.00167456542061062,"skew-t",1,50,"yes","yes",FALSE,TRUE,"mrts"
0.95,52,205,0.998690250354236,0.995666550929652,-0.00302369942458403,0.999734077181074,0.997845586720565,-0.00188849046050898,"skew-t",1,50,"yes","yes",FALSE,TRUE,"mrts"
0.96,52,205,0.995834989774576,0.992431012407753,-0.0034039773668233,0.998504030238303,0.99655106862029,-0.00195296161801339,"skew-t",1,50,"yes","yes",FALSE,TRUE,"mrts"
0.97,52,205,0.994851705486654,0.991201305208003,-0.00365040027865104,0.996976760558133,0.994963920536726,-0.00201284002140645,"skew-t",1,50,"yes","yes",FALSE,TRUE,"mrts"
0.98,52,205,0.984513379283401,0.981116063965101,-0.00339731531830034,0.994834914504267,0.99282099486725,-0.00201391963701736,"skew-t",1,50,"yes","yes",FALSE,TRUE,"mrts"
0.99,52,205,0.968021210938559,0.965347446767295,-0.00267376417126353,0.985213598430482,0.983772841088081,-0.00144075734240046,"skew-t",1,50,"yes","yes",FALSE,TRUE,"mrts"
0.995,52,205,0.97396189823549,0.971337576928577,-0.0026243213069127,0.965726243764581,0.966125561567998,0.000399317803416954,"skew-t",1,50,"yes","yes",FALSE,TRUE,"mrts"
0.9,53,206,1.08682530880556,1.08650778610017,-0.000317522705382656,1.02263754058349,1.01901271063755,-0.00362482994593405,"t",1,75,"yes","yes",FALSE,TRUE,"mrts"
0.91,53,206,1.07172423711567,1.07143467665264,-0.000289560463024197,1.02077805142196,1.01685612214535,-0.00392192927660528,"t",1,75,"yes","yes",FALSE,TRUE,"mrts"
0.92,53,206,1.05500623137044,1.05306644763971,-0.00193978373073467,1.01879991014111,1.01437717302299,-0.00442273711811736,"t",1,75,"yes","yes",FALSE,TRUE,"mrts"
0.93,53,206,1.03434957706465,1.03241805844307,-0.00193151862157248,1.01699341941772,1.01150151928626,-0.00549190013145506,"t",1,75,"yes","yes",FALSE,TRUE,"mrts"
0.94,53,206,1.0203699895723,1.01820048511734,-0.00216950445496056,1.01620706474389,1.00933693736767,-0.0068701273762215,"t",1,75,"yes","yes",FALSE,TRUE,"mrts"
0.95,53,206,1.01228039582623,1.01049578942598,-0.00178460640025668,1.01434150152749,1.00705243406283,-0.00728906746466529,"t",1,75,"yes","yes",FALSE,TRUE,"mrts"
0.96,53,206,1.00381745465647,1.00248949873913,-0.0013279559173458,1.01206252160255,1.00451394007234,-0.00754858153021609,"t",1,75,"yes","yes",FALSE,TRUE,"mrts"
0.97,53,206,1.00518767237822,1.0026169508164,-0.00257072156181914,1.01005833820136,1.00237356724217,-0.00768477095919518,"t",1,75,"yes","yes",FALSE,TRUE,"mrts"
0.98,53,206,0.987383198471936,0.985946504609288,-0.00143669386264755,1.00638735252479,0.999338955895184,-0.00704839662960954,"t",1,75,"yes","yes",FALSE,TRUE,"mrts"
0.99,53,206,0.959330478602021,0.955930030398797,-0.0034004482032246,0.993934843121405,0.988808091486924,-0.00512675163448162,"t",1,75,"yes","yes",FALSE,TRUE,"mrts"
0.995,53,206,0.964194728236206,0.961955877122691,-0.00223885111351552,0.962959892170864,0.959766289497847,-0.00319360267301672,"t",1,75,"yes","yes",FALSE,TRUE,"mrts"
0.9,51,207,0.992240779164545,0.992656064736914,0.000415285572369806,0.999398136655813,0.999305467576014,-9.26690797992125e-05,"skew-t",1,0,"yes","yes",FALSE,TRUE,"mrts"
0.91,51,207,0.99316063132037,0.993237104178274,7.64728579035756e-05,0.999227795058516,0.999153395129161,-7.43999293548736e-05,"skew-t",1,0,"yes","yes",FALSE,TRUE,"mrts"
0.92,51,207,0.994137720574948,0.993690324758758,-0.000447395816189355,0.999107719981958,0.999091771250385,-1.59487315724016e-05,"skew-t",1,0,"yes","yes",FALSE,TRUE,"mrts"
0.93,51,207,0.995805874606192,0.994693796783462,-0.0011120778227296,0.999049807684305,0.999019395824712,-3.04118595924052e-05,"skew-t",1,0,"yes","yes",FALSE,TRUE,"mrts"
0.94,51,207,0.996261929265193,0.994359717312283,-0.00190221195291018,0.998820701129011,0.998551358693294,-0.00026934243571719,"skew-t",1,0,"yes","yes",FALSE,TRUE,"mrts"
0.95,51,207,0.996953281494973,0.994387580283166,-0.00256570121180677,0.998449750187276,0.997789113717803,-0.000660636469473119,"skew-t",1,0,"yes","yes",FALSE,TRUE,"mrts"
0.96,51,207,0.999304954159779,0.995252980421542,-0.00405197373823762,0.997651472476335,0.997011124681027,-0.000640347795308194,"skew-t",1,0,"yes","yes",FALSE,TRUE,"mrts"
0.97,51,207,0.998633528351932,0.994839686460487,-0.0037938418914446,0.996924215709321,0.996741015127873,-0.000183200581447274,"skew-t",1,0,"yes","yes",FALSE,TRUE,"mrts"
0.98,51,207,0.995100854502497,0.992825885184861,-0.00227496931763538,0.99552558052283,0.995784154840558,0.000258574317727467,"skew-t",1,0,"yes","yes",FALSE,TRUE,"mrts"
0.99,51,207,0.988390361004159,0.984408496322282,-0.00398186468187689,0.992097572391021,0.993028322542944,0.000930750151922566,"skew-t",1,0,"yes","yes",FALSE,TRUE,"mrts"
0.995,51,207,0.992113960124778,0.990195648331756,-0.00191831179302215,0.986475458116869,0.988068231620094,0.0015927735032244,"skew-t",1,0,"yes","yes",FALSE,TRUE,"mrts"
0.9,52,208,0.998753062533839,0.998000348769742,-0.000752713764096913,1.00121060384522,1.0014309370539,0.000220333208682089,"skew-t",1,50,"yes","yes",FALSE,TRUE,"mrts"
0.91,52,208,0.998812566301742,0.997858878424208,-0.000953687877534581,1.00129570423657,1.00133021182262,3.45075860543886e-05,"skew-t",1,50,"yes","yes",FALSE,TRUE,"mrts"
0.92,52,208,0.998427930263644,0.997145323060695,-0.00128260720294815,1.00111139675834,1.00130370855266,0.000192311794325661,"skew-t",1,50,"yes","yes",FALSE,TRUE,"mrts"
0.93,52,208,0.999273362097345,0.997917960537195,-0.00135540156015035,1.00104375414859,1.00113707766866,9.33235200724081e-05,"skew-t",1,50,"yes","yes",FALSE,TRUE,"mrts"
0.94,52,208,1.00039000338742,0.99787554098758,-0.00251446239984054,1.00085697147146,1.00054722261781,-0.000309748853657643,"skew-t",1,50,"yes","yes",FALSE,TRUE,"mrts"
0.95,52,208,0.998690250354236,0.995803527915739,-0.00288672243849664,0.999734077181074,0.999167220924411,-0.000566856256663084,"skew-t",1,50,"yes","yes",FALSE,TRUE,"mrts"
0.96,52,208,0.995834989774576,0.99253426215457,-0.00330072762000622,0.998504030238303,0.998085417673601,-0.000418612564701548,"skew-t",1,50,"yes","yes",FALSE,TRUE,"mrts"
0.97,52,208,0.994851705486654,0.991227791446537,-0.00362391404011653,0.996976760558133,0.99666585737491,-0.000310903183222355,"skew-t",1,50,"yes","yes",FALSE,TRUE,"mrts"
0.98,52,208,0.984513379283401,0.982143445277382,-0.00236993400601881,0.994834914504267,0.995361350409995,0.000526435905728095,"skew-t",1,50,"yes","yes",FALSE,TRUE,"mrts"
0.99,52,208,0.968021210938559,0.964805035266009,-0.00321617567254928,0.985213598430482,0.987025215371521,0.00181161694103882,"skew-t",1,50,"yes","yes",FALSE,TRUE,"mrts"
0.995,52,208,0.97396189823549,0.971069347065555,-0.00289255116993481,0.965726243764581,0.970179486188912,0.00445324242433165,"skew-t",1,50,"yes","yes",FALSE,TRUE,"mrts"
0.9,53,209,1.08682530880556,1.09561631282929,0.00879100402373179,1.02263754058349,1.28374248983645,0.261104949252964,"t",1,75,"yes","yes",FALSE,TRUE,"mrts"
0.91,53,209,1.07172423711567,1.08110417052581,0.00937993341014098,1.02077805142196,1.29204366505325,0.27126561363129,"t",1,75,"yes","yes",FALSE,TRUE,"mrts"
0.92,53,209,1.05500623137044,1.06285339322383,0.00784716185338574,1.01879991014111,1.30186199265229,0.283062082511182,"t",1,75,"yes","yes",FALSE,TRUE,"mrts"
0.93,53,209,1.03434957706465,1.04105888679455,0.00670930972990136,1.01699341941772,1.31413771367296,0.29714429425524,"t",1,75,"yes","yes",FALSE,TRUE,"mrts"
0.94,53,209,1.0203699895723,1.02686244146503,0.00649245189272651,1.01620706474389,1.32923233683987,0.313025272095974,"t",1,75,"yes","yes",FALSE,TRUE,"mrts"
0.95,53,209,1.01228039582623,1.02005590136435,0.00777550553811301,1.01434150152749,1.34664628403448,0.332304782506983,"t",1,75,"yes","yes",FALSE,TRUE,"mrts"
0.96,53,209,1.00381745465647,1.00978049812271,0.00596304346623433,1.01206252160255,1.36685114019696,0.354788618594406,"t",1,75,"yes","yes",FALSE,TRUE,"mrts"
0.97,53,209,1.00518767237822,1.00967272916516,0.00448505678694278,1.01005833820136,1.39536733692836,0.385308998726994,"t",1,75,"yes","yes",FALSE,TRUE,"mrts"
0.98,53,209,0.987383198471936,0.991992818618041,0.00460962014610533,1.00638735252479,1.43918247121326,0.432795118688464,"t",1,75,"yes","yes",FALSE,TRUE,"mrts"
0.99,53,209,0.959330478602021,0.962970941987084,0.00364046338506274,0.993934843121405,1.51766248215148,0.523727639030073,"t",1,75,"yes","yes",FALSE,TRUE,"mrts"
0.995,53,209,0.964194728236206,0.962795386939122,-0.00139934129708386,0.962959892170864,1.58262028114746,0.6196603889766,"t",1,75,"yes","yes",FALSE,TRUE,"mrts"
