"setting","method","K","rel.brier","se","n"
6,"Gaussian",12,0.999929409026958,0.000602197603604402,3
6,"Gaussian",15,0.999821506551638,0.000353631694089691,3
6,"Gaussian",20,0.999384662986563,0.000879558764349943,3
6,"Gaussian",25,1.0004112384662,0.000960532667519352,3
6,"Gaussian",30,0.999255357433423,0.00144351126878292,3
6,"Gaussian",40,0.998467276971955,0.000401389698772333,3
6,"Gaussian",50,0.998247947064781,0.00110972527309038,3
6,"SkewT-K1",3,1.00007750499988,0.000713006866016505,3
6,"SkewT-K1",5,0.998871824555357,0.000561801104593292,3
6,"SkewT-K1",8,0.999076923212461,0.000322870256763169,3
6,"SkewT-K1",10,0.999953312136147,0.000821597388924477,3
6,"SkewT-K1",12,1.00079279037404,0.00036399107009866,3
6,"SkewT-K1",15,0.999336198379839,0.00123201459973082,3
6,"SkewT-K1",20,0.999907811037959,0.000722689135358323,3
6,"SkewT-K1",25,0.99966949784978,0.00122593879502096,3
6,"SkewT-K1",30,1.00009017031192,0.000674024357862709,3
6,"SkewT-K1",40,0.999276442559854,0.000622042841223964,3
6,"SkewT-K1",50,0.999818394011149,0.00029557242542067,3
6,"SymT-K1-T",3,0.999969046388683,6.6742517218493e-05,3
6,"SymT-K1-T",5,1.00172812560233,0.000291226334862077,3
6,"SymT-K1-T",8,0.999756556163126,0.000961650189962676,3
6,"SymT-K1-T",10,0.999998739190957,0.000323664718313843,3
6,"SymT-K1-T",12,1.00070945235864,0.000955228700557393,3
6,"SymT-K1-T",15,0.998876644754036,0.000329855565469241,3
6,"SymT-K1-T",20,0.999247509186642,0.000470141624354667,3
6,"SymT-K1-T",25,1.0001713181307,0.000466048100242443,3
6,"SymT-K1-T",30,1.00062575526637,0.000850289053614395,3
6,"SymT-K1-T",40,0.996873766915167,0.000941707816987686,3
6,"SymT-K1-T",50,0.999573741014605,0.0031727455647207,3
6,"SkewT-K5",3,0.998207737415672,0.00518235822157467,3
6,"SkewT-K5",5,1.00074087059455,0.00424756459152306,3
6,"SkewT-K5",8,0.999542032286807,0.0145998262827731,3
6,"SkewT-K5",10,0.996083032002397,0.00335391862998113,3
6,"SkewT-K5",12,0.983146546540519,0.00700450743205809,3
6,"SkewT-K5",15,0.995884242825337,0.00484121808098727,3
6,"SkewT-K5",20,0.985894536780313,0.00682200190807988,3
6,"SkewT-K5",25,0.988665739823959,0.00895361333986326,3
6,"SkewT-K5",30,1.00231659191001,0.00903271855233459,3
6,"SkewT-K5",40,0.988381878524042,0.00959727855389501,3
6,"SkewT-K5",50,1.00470836203979,0.0104817793358505,3
6,"SymT-K5-T",3,0.980312340124795,0.0211617011058306,3
6,"SymT-K5-T",5,0.977784060025601,0.0240876953180935,3
6,"SymT-K5-T",8,0.993701528072238,0.0462578898607524,3
6,"SymT-K5-T",10,0.97026111920128,0.0291768611294587,3
6,"SymT-K5-T",12,0.988127703311887,0.0246256080864138,3
6,"SymT-K5-T",15,1.02013918898114,0.0164518780526022,3
6,"SymT-K5-T",20,0.996645961180406,0.022283641276266,3
6,"SymT-K5-T",25,1.02794452073973,0.0217555739722963,3
6,"SymT-K5-T",30,1.03261808614157,0.000960733885222908,3
6,"SymT-K5-T",40,0.998233258458076,0.0245948242669542,3
6,"SymT-K5-T",50,1.04462979635946,0.0218301948017537,3
7,"Gaussian",3,0.999992736149258,2.08200532225104e-05,3
7,"Gaussian",5,0.999950975639632,0.000462904999643021,3
7,"Gaussian",8,1.00024067742469,0.00084531938796282,3
7,"Gaussian",10,1.00043332870856,0.000346852966920778,3
7,"Gaussian",12,1.00049625883964,0.000876244400345921,3
7,"Gaussian",15,0.999770068299475,0.000861474965733619,3
7,"Gaussian",20,1.00160277819965,0.000799665980149616,3
7,"Gaussian",25,1.00082015086899,0.000439147753940847,3
7,"Gaussian",30,0.999799163406975,0.000469806810688718,3
7,"Gaussian",40,1.00017476325654,0.00169437867744215,3
7,"Gaussian",50,0.999959185270625,0.00166647042007636,3
7,"SkewT-K1",3,0.999692725155798,0.000215924230148532,3
7,"SkewT-K1",5,0.999920090838255,0.00044541502218194,3
7,"SkewT-K1",8,1.00120788085886,0.00121409109604667,3
7,"SkewT-K1",10,0.999337048767883,0.000769168263860137,3
7,"SkewT-K1",12,1.00043850235707,0.000985672217275144,3
7,"SkewT-K1",15,1.00003328384406,0.000812911647356453,3
7,"SkewT-K1",20,1.00072813438259,0.000915222351654075,3
7,"SkewT-K1",25,0.999911157656185,0.000732886583425578,3
7,"SkewT-K1",30,1.00033427083445,0.000818941716862368,3
7,"SkewT-K1",40,1.00114633551789,0.00147738183602413,3
7,"SkewT-K1",50,1.0008751856132,0.00158564294294605,3
7,"SymT-K1-T",3,1.00047614269644,0.000187322545991144,3
7,"SymT-K1-T",5,0.999641761124575,0.000617935646894437,3
7,"SymT-K1-T",8,0.999958328395912,0.000231788541065705,3
7,"SymT-K1-T",10,0.999736837776418,0.000834358718927318,3
7,"SymT-K1-T",12,0.999525875426804,0.000834233778555007,3
7,"SymT-K1-T",15,0.998221264618406,0.00201915792976805,3
7,"SymT-K1-T",20,1.00063710536049,0.00123017049725844,3
7,"SymT-K1-T",25,0.999735410356428,0.00128317984473121,3
7,"SymT-K1-T",30,1.00006628302398,0.00110789932812469,3
7,"SymT-K1-T",40,0.999261460029453,0.00130468955634317,3
7,"SymT-K1-T",50,1.00068300262798,0.00142289121008326,3
7,"SkewT-K5",3,0.992658163935244,0.0145023668442556,3
7,"SkewT-K5",5,0.990472105237064,0.0120112178608862,3
7,"SkewT-K5",8,0.996785553473901,0.0113794039075903,3
7,"SkewT-K5",10,0.993824232659369,0.0110632335980393,3
7,"SkewT-K5",12,0.993525948904553,0.0138706217824958,3
7,"SkewT-K5",15,0.994194902094644,0.0115279847386311,3
7,"SkewT-K5",20,0.994347600764636,0.0118506176310593,3
7,"SkewT-K5",25,0.992767465992645,0.00807975189952655,3
7,"SkewT-K5",30,0.994976487552134,0.0125548756769931,3
7,"SkewT-K5",40,0.995227737707161,0.0140576549835953,3
7,"SkewT-K5",50,1.001705443764,0.00737600080340984,3
7,"SymT-K5-T",3,0.981437380437895,0.0148899220886922,3
7,"SymT-K5-T",5,0.990003285846776,0.0188100032502496,3
7,"SymT-K5-T",8,0.986699697838918,0.0194250069075716,3
7,"SymT-K5-T",10,0.97234219775857,0.0243336028815497,3
7,"SymT-K5-T",12,0.992649640569801,0.0151242721865305,3
7,"SymT-K5-T",15,0.967590473720715,0.0183835824356434,3
7,"SymT-K5-T",20,1.01097586599525,0.0189662099766428,3
7,"SymT-K5-T",25,0.993211364350306,0.0049262003365576,3
7,"SymT-K5-T",30,1.02872091508686,0.0268164009671731,3
7,"SymT-K5-T",40,1.01708441413784,0.0089037888211836,3
7,"SymT-K5-T",50,1.02129481619221,0.0151200442237263,3
8,"Gaussian",3,1.00005043325758,4.17135049131284e-06,3
8,"Gaussian",5,1.00065915888271,0.000721961529043054,3
8,"Gaussian",8,1.00089135811624,0.000511680862175324,3
8,"Gaussian",10,1.00074953948407,0.000818201584810046,3
8,"Gaussian",12,1.00036543560355,0.0011463978562236,3
8,"Gaussian",15,1.00024959782813,0.00145168236131692,3
8,"Gaussian",20,1.00185415520314,0.00144435560615614,3
8,"Gaussian",25,1.00184856480558,0.00223428916481364,3
8,"Gaussian",30,1.00243475644096,0.00319578330435276,3
8,"Gaussian",40,1.0027999019025,0.00312083516354903,3
8,"Gaussian",50,1.00440691830929,0.00195045631924413,3
8,"SkewT-K1",3,0.999565490030915,0.000310725543510599,3
8,"SkewT-K1",5,0.999714311911032,0.000568516881001926,3
8,"SkewT-K1",8,1.00092528964364,0.000641273059949021,3
8,"SkewT-K1",10,1.00035386418649,0.00076747922023946,3
8,"SkewT-K1",12,1.00135166030295,0.000768210448226137,3
8,"SkewT-K1",15,1.00097405636177,0.000223282789506264,3
8,"SkewT-K1",20,1.00112675411945,0.000907245130155069,3
8,"SkewT-K1",25,1.00020047289642,0.000800554672011973,3
8,"SkewT-K1",30,1.00112170158831,0.000911023281206668,3
8,"SkewT-K1",40,1.0006242754196,0.000279786930578721,3
8,"SkewT-K1",50,1.00210524162538,0.000452787092564708,3
8,"SymT-K1-T",3,0.999102835575329,0.000474468053528517,3
8,"SymT-K1-T",5,0.999297151404602,0.00140153995536697,3
8,"SymT-K1-T",8,0.999466104759093,0.00121023250869082,3
